web-scraper-order,web-scraper-start-url,link,link-href,title,announce-text,body-text,quote-text,date,label,tags
1682202830-44,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,El candidato presidencial turco Ince pretende construir relaciones de confianza con Rusia12 de abril65,https://sputniknews.lat/20230412/el-candidato-presidencial-turco-ince-pretende-construir-relaciones-de-confianza-con-rusia-1138030161.html,El candidato presidencial turco Ince pretende construir relaciones de confianza con Rusia,"BOLU, TURQUÍA (Sputnik) — El candidato a la presidencia turca Muharrem Ince afirmó en una entrevista concedida a Sputnik estar dispuesto a establecer relaciones con Rusia basadas en la confianza en caso de llegar al poder.","[{""body-text"":""Calificó a Rusia de uno de los vecinos más importantes de Turquía y recordó que gran parte del comercio exterior del país otomano se realiza con Rusia y que ambos Estados mantienen lazos en materia de turismo y recursos energéticos.""},{""body-text"":""Ince también abogó por la multiplicación del intercambio comercial turco con Rusia.""},{""body-text"":""El posible suministro de municiones con uranio empobrecido a Ucrania representa una amenaza a toda la humanidad, condenó Ince.""},{""body-text"":""En este contexto instó a todo el mundo a pronunciarse contra estos suministros.""},{""body-text"":""El candidato a la presidencia turca prometió también que si gana las elecciones presidenciales, Ankara seguirá siendo un mediador entre Moscú y Kiev.""},{""body-text"":""\""Sin duda, continuaremos esta misión\"", contestó Ince a la pregunta de si Turquía continuará siendo el mediador en el conflicto ucraniano en caso de su llegada al poder.""},{""body-text"":""Especificó que Ankara goza de las capacidades, la experiencia y el poder correspondientes y señaló que su misión es buscar la conciliación.""},{""body-text"":""Turquía, continuó el candidato, es \""uno de los países más afectados por la guerra\"", y por lo tanto se dedica a la mediación \""por la paz mundial\"".""},{""body-text"":""Ince indicó que es partidario de resolver los problemas y conflictos a través de un diálogo y la diplomacia.""},{""body-text"":""El pasado 21 de marzo, la viceministra de Defensa británica, Annabel Goldie, anunció que el Reino Unido tiene previsto suministrar a Ucrania municiones con uranio empobrecido para apoyar a Kiev en medio de la operación militar especial rusa.""},{""body-text"":""El presidente ruso, Vladímir Putin, indicó entonces que Rusia se verá obligada a responder si Occidente empieza a utilizar armas con componente nuclear, mientras el ministro de Exteriores de Rusia, Serguéi Lavrov, calificó los posibles envíos de municiones de uranio empobrecido a Kiev de un paso significativo hacia una mayor escalada del conflicto.""},{""body-text"":""Más tarde, el Ministerio de Defensa del Reino Unido alegó que se trata de un componente estándar de estas municiones que no tiene nada que ver con armas o capacidades nucleares.""},{""body-text"":""El uranio empobrecido es menos peligroso que el mercurio o el arsénico, pero durante el impacto de los proyectiles se libera polvo tóxico que contamina el ambiente y provoca enfermedades graves en las personas.""},{""body-text"":""Las elecciones presidenciales y parlamentarias en Turquía están previstas para el próximo 14 de mayo.""},{""body-text"":""Muharrem Ince ya participó en las elecciones de 2018 como candidato del Partido Republicano del Pueblo (CHP), liderado por Kemal Kilicdaroglu, otro pretendiente en los comicios de este año.""},{""body-text"":""Ince obtuvo entonces más del 30% de los votos, pero más tarde se separó del grupo y creó su propio partido titulado Memleket (Terruño).""}]","[{""quote-text"":""\""Las señales que se envían a través de los suministros de proyectiles con uranio empobrecido constituyen una amenaza no solo para Rusia y Turquía, sino también para toda la humanidad\"", aseguró Ince.""}]",07:22 GMT 12.04.2023,Internacional,"[{""tags"":""Internacional""},{""tags"":""Muharrem Ince""},{""tags"":""Turquía""},{""tags"":""🌍 Oriente Medio""},{""tags"":""Rusia""},{""tags"":""uranio empobrecido""},{""tags"":""📰 Suministro de armas a Ucrania""},{""tags"":""📰 Operación rusa de desmilitarización y desnazificación de Ucrania""},{""tags"":""Ucrania""},{""tags"":""🌍 Europa""},{""tags"":""🛡️ Zonas de conflicto""}]"
1682202834-45,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,El ministro de Defensa serbio desmiente el envío de armamento a Ucrania12 de abril50,https://sputniknews.lat/20230412/el-ministro-de-defensa-serbio-desmiente-el-envio-de-armamento-a-ucrania-1138030526.html,El ministro de Defensa serbio desmiente el envío de armamento a Ucrania,"Por enésima vez en los medios occidentales publican que Serbia vende armas a Ucrania. El objetivo de esta información sería ""desestabilizar nuestro país y arrastrarlo a un conflicto en el que no participaremos"", afirmó a Sputnik el ministro de Defensa serbio, Milos Vucevic.","[{""body-text"":""Milos Vucevic responde así a la reciente publicación de la agencia británica Reuters sobre los supuestos suministros de armas de Serbia a Kiev. En sus palabras, alguien tiene el objetivo de involucrar a Serbia a ese conflicto, pero \""nos atenemos constantemente a nuestra política establecida\"".""},{""body-text"":""El ministro también destacó que Belgrado, por supuesto, vende armas a terceros que están lejos del conflicto y no tienen nada que ver con él.""},{""body-text"":""\""Siempre existe la posibilidad de que mágicamente se encuentre algún arma en el territorio del conflicto, pero eso no tiene absolutamente nada que ver con Serbia. Esta es una pregunta para aquellos países que no respetan las normas internacionales, las cláusulas contractuales y las prácticas comerciales. Repito, Serbia no envió armas a Ucrania y todo lo que se publica sobre ese tema es una especulación falsa\"", aseguró Vucevic.""},{""body-text"":""Reuters escribió el 11 de abril, citando documentos filtrados del Pentágono, que las autoridades serbias \""ya han transferido o están dispuestas a transferir armas a Ucrania\"". La agencia británica especificó que el documento estaba marcado como \""secreto\"" y Noforn, lo que significa que estaba prohibido compartirlo con servicios de inteligencia y militares extranjeros.""},{""body-text"":""Los materiales señalan supuestamente que Serbia tiene la \""voluntad política y la capacidad militar\"" para proporcionar armas a Ucrania en el futuro. Al mismo tiempo, Reuters subrayó que no puede verificar de forma independiente la autenticidad del documento, y el Pentágono dijo previamente que no comentará sobre los documentos que hayan llegado al público.""},{""body-text"":""El 6 de abril, varios medios informaron que el Pentágono estaba investigando la filtración de materiales en las redes sociales que describen el estado de las tropas ucranianas y los planes de EEUU y la OTAN para reforzarlas. The New York Times señaló que los documentos, fechados a principios de marzo, supuestamente circulaban en canales progubernamentales rusos de Telegram, pero la investigación de CNN apunta a la red social Discord.""},{""body-text"":""Los analistas afirman que fueron filtrados más de 100 documentos. Se cree que la magnitud de la filtración, así como la naturaleza de la información contenida en el nuevo material clasificado, son muy perjudiciales para las autoridades.""}]","[{""quote-text"":""\""Esas falsedades las hemos desmentido más de 10 veces y aquí estamos, lo volveremos a hacer. Serbia no ha vendido ni venderá armas a Ucrania o Rusia, ni a los países en torno a ese conflicto\"", aclaró en una entrevista exclusiva a Sputnik el titular de Defensa serbio.""}]",10:22 GMT 12.04.2023,Defensa,"[{""tags"":""Defensa""},{""tags"":""Serbia""},{""tags"":""Ucrania""},{""tags"":""Reuters""},{""tags"":""🌍 Europa""},{""tags"":""📰 Operación rusa de desmilitarización y desnazificación de Ucrania""},{""tags"":""📰 Suministro de armas a Ucrania""},{""tags"":""🛡️ Zonas de conflicto""},{""tags"":""💬 Entrevistas""},{""tags"":""📰 Filtración de documentos clasificados del Pentágono""}]"
1682202839-46,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,"""El patriotismo ya desaparece"": un neonazi ucraniano admite que Kiev lo abandonó12 de abril196",https://sputniknews.lat/20230412/el-patriotismo-ya-desaparece-un-neonazi-ucraniano-admite-que-kiev-lo-abandono-1138031270.html,"""El patriotismo ya desaparece"": un neonazi ucraniano admite que Kiev lo abandonó","Ucrania no nos necesita, declaró el neonazi de la brigada 36 del Ejército ucraniano, capturado en 2022 por las tropas rusas, Yevhen Ganzhala. Asegura que lleva un año en cautiverio y su país no ha tomado ninguna medida. Desde Moscú han anunciado repetidamente que en ningún lugar del mundo se promueve el nazismo a nivel estatal, como en Kiev.","[{""body-text"":""Explicó que antes había pertenecido a grupos de redes sociales que reclutaban jóvenes para unirse a los batallones neonazis, se había puesto tatuajes ultranacionalistas en el cuerpo y ahora se arrepentía.""},{""body-text"":""Desde Rusia señalaron que los crímenes neonazis contra los civiles en Ucrania son una limpieza étnica, acciones de castigo. Al apoyar a Ucrania, los países occidentales están normalizando el nazismo, agregaron. El presidente de Rusia, Vladímir Putin, señaló que en ningún lugar del mundo se promueve el nazismo a nivel estatal como en Kiev.""}]","[{""quote-text"":""\""Nuestro patriotismo ya está empezando a desaparecer lentamente, porque llevamos un año en cautividad y ni siquiera se dice nada de nosotros, nadie sabe nada de nosotros. No se preocupan por nosotros. Simplemente, no nos necesitan\"", declaró a Sputnik Yevhen Ganzhala.""},{""quote-text"":""\""Cuando volvamos a Ucrania, nadie volverá al frente. Vamos a dimitir. Intentaré renunciar por motivos de salud. (...) Ya decidí que no serviré más\"", resumió el prisionero.""}]",12:44 GMT 12.04.2023,Neonazismo en Ucrania,"[{""tags"":""Neonazismo en Ucrania""},{""tags"":""Ucrania""},{""tags"":""🛡️ Zonas de conflicto""},{""tags"":""📰 Operación rusa de desmilitarización y desnazificación de Ucrania""},{""tags"":""Rusia""}]"
1682202842-47,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,"Rusia ""está ganando la batalla de Artiómovsk"" y ya controla gran parte de la ciudad",https://sputniknews.lat/20230412/rusia-esta-ganando-la-batalla-de-artiomovsk-y-ya-controla-gran-parte-de-la-ciudad-1138048546.html,"Rusia ""está ganando la batalla de Artiómovsk"" y ya controla gran parte de la ciudad","Los combatientes del Grupo Wagner controlan tres barrios de la ciudad de Artiómovsk (Bajmut), informaron desde el Ministerio de Defensa de Rusia. La ciudad se encuentra en la parte de la República Popular de Donetsk que hasta ahora era controlada por Kiev. Es un importante centro de transporte para abastecer a las tropas ucranianas en Donbás.","[{""body-text"":""Los principales esfuerzos en la dirección de Donetsk durante las últimas 24 horas se habían concentrado en esta localidad, donde las unidades del Grupo de Wagner llevaron a cabo tareas de combate.""},{""body-text"":""Desde el Ministerio agregaron que la aviación operativa y táctica, las tropas de misiles y el fuego de artillería del grupo de tropas del sur alcanzaron a las reservas enemigas que intentaban abrirse paso hacia Artiómovsk desde los asentamientos de Chasiv Yar y Bohdanivka, así como a las unidades de la 28ª brigada mecanizada de las FFAA rusas cerca del asentamiento de Konstantínovka, en la región de Donetsk.""},{""body-text"":""A su vez, el periódico Bild informó que los militares ucranianos no entienden por qué están luchando en esta localidad.""},{""body-text"":""Según Humin, no encontró \""energía positiva\"" en la ciudad, y describió el estado de ánimo de los militares ucranianos como \""tenso, concentrado y ansioso\"".""},{""body-text"":""Esta localidad se encuentra en la parte de la República Popular de Donetsk controlada por Kiev, al norte de la gran ciudad de Górlovka. Es un importante centro de transporte para abastecer a las tropas ucranianas en Donbás. Se están librando encarnizados combates por la ciudad. Según los últimos informes, las fuerzas rusas cortaron o tomaron bajo fuego todas las carreteras asfaltadas a la ciudad, y el barro comenzó a dificultar seriamente la entrega de municiones y personal para las tropas ucranianas.""},{""body-text"":""El presidente ruso, Vladímir Putin, anunció el 24 de febrero de 2022 el lanzamiento de una operación militar especial para defender a las repúblicas populares de Donetsk y Lugansk, previamente reconocidas por Moscú como Estados soberanos, frente al genocidio cometido por parte de Kiev. Uno de los objetivos fundamentales de la operación especial es la desmilitarización y la desnazificación de Ucrania.""}]","[{""quote-text"":""\""En las últimas 24 horas, la aviación rusa realizó ocho salidas en la zona, y las fuerzas de misiles y artillería del grupo llevaron a cabo 52 misiones de tiro\"", concluyeron desde el Ministerio.""},{""quote-text"":""\""Solo quedan dos carreteras que conectan la ciudad casi cercada con el resto del territorio controlado por Kiev. Y en la propia ciudad, los rusos avanzan calle por calle. Parece solo cuestión de tiempo para que tomen Artiómovsk por completo\"", escribió el periodista belga Jan Humin.""},{""quote-text"":""\""Los rusos están ganando esta batalla lenta, pero seguramente\"", resumió el periodista belga.""}]",18:33 GMT 12.04.2023,Defensa,"[{""tags"":""Defensa""},{""tags"":""Artiómovsk""},{""tags"":""📰 Operación rusa de desmilitarización y desnazificación de Ucrania""},{""tags"":""🛡️ Zonas de conflicto""},{""tags"":""Ucrania""},{""tags"":""Rusia""}]"
1682202848-48,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,Defensa,https://sputniknews.lat/defensa/,null,null,[],[],null,null,[]
1682202851-49,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,FSB ruso: servicios especiales de Ucrania están detrás del atentado contra el periodista Tatarski13 de abril101,https://sputniknews.lat/20230413/fsb-ruso-servicios-especiales-de-ucrania-estan-detras-del-atentado-contra-el-periodista-tatarski-1138082619.html,FSB ruso: servicios especiales de Ucrania están detrás del atentado contra el periodista Tatarski,"El atentado terrorista en el que murió el corresponsal militar Maxim Fomín (más conocido como Vladlén Tatarski) fue organizado por los servicios especiales ucranianos y sus agentes, incluidos los de la oposición rusa en el extranjero, comunicó el Servicio Federal de Seguridad de Rusia (FSB, por sus siglas en ruso).","[{""body-text"":""El ataque fue preparado por Daria Trépova junto con un ciudadano de Ucrania, Yuri Denísov, quien le entregó el artefacto explosivo a través de un servicio de entrega.""},{""body-text"":""Se estableció que Denísov llegó a Moscú en febrero desde Kiev vía Letonia, y tras el atentado terrorista, el 3 de abril se fue a Turquía a través Armenia. Las autoridades rusas están preparando su inclusión en la lista internacional de personas buscadas.""},{""body-text"":""Trepova perpetró el atentado a raíz de las reiteradas llamadas de los dirigentes de la Fundación Anticorrupción*, Leonid Vólkov** e Iván Zhdánov**.""},{""body-text"":""Vladlén Tatarski fue asesinado el 2 de abril en una fiesta creativa en una cafetería de  la calle Universitétskaya Naberezhnaya de San Petersburgo: explotó una bomba colocada en una estatuilla que le habían regalado. Al día siguiente, la sospechosa, Daria Trépova, de San Petersburgo, fue detenida y encarcelada por dos meses.""},{""body-text"":""Tatarski, de 40 años, nació en la ciudad de Makéyevka, región de Donetsk, en el seno de una familia de mineros de carbón. El corresponsal adoptó el seudónimo de Vladlen Tatarski, inspirado en una novela de Víktor Pelevin.""},{""body-text"":""Luego del golpe de Estado de 2014 en Kiev, Tatarski se unió a la Milicia Popular de Donbás, donde sirvió en el regimiento Vitiaz y en la compañía de reconocimiento de la Cuarta Brigada de Lugansk.""},{""body-text"":""En 2019 dejó el servicio y se instaló en Moscú hasta febrero de 2022, cuando regresó al Donbás como corresponsal de guerra.""},{""body-text"":""*Una organización que desempeña funciones de agente extranjero y está prohibida en Rusia.""},{""body-text"":""**Persona física que desempeña funciones de agente extranjero.""}]",[],07:02 GMT 13.04.2023,Internacional,"[{""tags"":""Internacional""},{""tags"":""Rusia""},{""tags"":""Ucrania""},{""tags"":""📰 Operación rusa de desmilitarización y desnazificación de Ucrania""},{""tags"":""📰 Atentado contra Vladlén Tatarski""}]"
1682202855-50,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,Rusia y China condenan los intentos de frenar la democratización de las relaciones internacionales 13 de abril71,https://sputniknews.lat/20230413/rusia-y-china-condenan-los-intentos-de-frenar-la-democratizacion-de-las-relaciones-internacionales--1138096518.html,Rusia y China condenan los intentos de frenar la democratización de las relaciones internacionales,"MOSCÚ (Sputnik) — El ministro de Asuntos Exteriores ruso, Serguéi Lavrov, y su homólogo chino, Qin Gang, examinaron el actual estado de cosas en las relaciones internacionales, según la Cancillería rusa.","[{""body-text"":""El encuentro tuvo lugar al margen de la conferencia de ministros de Exteriores de los países vecinos de Afganistán inaugurada en Samarcanda (Uzbekistán).""},{""body-text"":""\""Las partes repasaron la agenda regional e internacional, incluida la situación en Afganistán y en Asia Central, así como los procesos integracionistas en el espacio euroasiático. También intercambiaron opiniones sobre la situación en Ucrania y en torno a ella\"", detalló la Cancillería.""},{""body-text"":""También indicó que las conversaciones se desarrollaron, como ya es tradicional, en un ambiente de confianza.""},{""body-text"":""Asimismo, Pekín llama a todas las partes del conflicto ucraniano a incrementar la confianza mutua y crear condiciones para un diálogo de paz, afirmó el canciller chino.""},{""body-text"":""Qin Gang \""enfatizó que no existe ninguna panacea para resolver la crisis [ucraniana], todas las partes deben comenzar por sí mismas, acumular la confianza mutua y crear las condiciones para las negociaciones de paz, y para poner fin a la guerra\"", destaca el comunicado que aparece en el sitio web del Ministerio de Exteriores de China.""},{""body-text"":""El canciller chino también aseguró que su país continuará \""desempeñando un rol constructivo en la promoción de una solución política, y en la reanudación de las negociaciones pacíficas\"".""},{""body-text"":""Las autoridades chinas propusieron en febrero su propio plan de paz, que incluye 12 puntos, en particular, los llamados a la tregua, el respeto de los intereses legítimos de todos los países en el campo de la seguridad y la solución de la crisis humanitaria en Ucrania.""},{""body-text"":""Según el presidente ruso, Vladímir Putin, muchos puntos del plan de paz de Pekín se pueden utilizar como base para un futuro acuerdo, cuando estén listos para eso tanto los representantes de Occidente como los de Kiev.""},{""body-text"":""Rusia continúa desde el 24 de febrero del año pasado la operación militar especial en Ucrania. Según el presidente ruso, Vladímir Putin, el objetivo es la desmilitarización y la desnazificación del país vecino.""}]",[],14:56 GMT 13.04.2023,Internacional,"[{""tags"":""Internacional""},{""tags"":""China""},{""tags"":""🌏 Asia""},{""tags"":""relaciones internacionales""},{""tags"":""Rusia""},{""tags"":""📰 Operación rusa de desmilitarización y desnazificación de Ucrania""},{""tags"":""Afganistán""},{""tags"":""Asia Central""}]"
1682202859-51,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,El Kornet ruso destruye un tanque ucraniano con un proyectil termobárico | Video13 de abril486,https://sputniknews.lat/20230413/el-kornet-ruso-destruye-un-tanque-ucraniano-con-un-proyectil-termobarico--video-1138096680.html,El Kornet ruso destruye un tanque ucraniano con un proyectil termobárico | Video,"El Kornet es uno de los sistemas de misiles antitanque guiados más expandidos en el Ejército de Rusia, y para ello hay una buena razón: una gran eficacia de combate, tal y como lo muestra este video.","[{""body-text"":""Las imágenes fueron compartidas por el Ministerio de Defensa de Rusia y en ellas se muestra el momento exacto en el que el sistema de misiles Kornet, empleando un proyectil termobárico, destruyen un carro de combate ucraniano que intentaba contraatacar posiciones rusas a las afueras de la ciudad de Ugledar, ubicada en la República Popular de Donetsk.""},{""body-text"":""Aunque esta clase de proyectiles tienen una potencia penetradora limitada, siguen siendo altamente efectivos contra los vehículos blindados, incluidos los tanques, cuando estos tengan al menos una escotilla abierta. Lo que ocurre, es que estos proyectiles dispersan una gran nuve de aerosol altamente inflamable que llena todos los huecos en su radio de acción. Al detonar, este literalmente quema el oxígeno del aire, creando una cúpula de vacío que no deja ninguna oportunidad de sobrevivir a los que esten en ella.""},{""body-text"":""De hecho, gracias al aparentemente alto nivel de humedad en el aire, en el video se puede apreciar la onda expansiva de este vacío.""}]",[],17:25 GMT 13.04.2023,Defensa,"[{""tags"":""Defensa""},{""tags"":""Rusia""},{""tags"":""seguridad""},{""tags"":""Kornet""},{""tags"":""Tula""},{""tags"":""República Popular de Donetsk (RPD)""},{""tags"":""OTAN""},{""tags"":""📰 Operación rusa de desmilitarización y desnazificación de Ucrania""},{""tags"":""🛡️ Zonas de conflicto""}]"
1682202864-52,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,Lavrov afirma que Rusia hizo todo lo posible para bajar tensiones en Europa13 de abril98,https://sputniknews.lat/20230413/lavrov-afirma-que-rusia-hizo-todo-lo-posible-para-bajar-tensiones-en-europa-1138110195.html,Lavrov afirma que Rusia hizo todo lo posible para bajar tensiones en Europa,"MOSCÚ (Sputnik) — Rusia ha hecho todos los esfuerzos para reducir tensiones en Europa, pese a la expansión de la Alianza Atlántica, declaró el ministro de Asuntos Exteriores ruso, Serguéi Lavrov.","[{""body-text"":""\""A pesar de la política francamente agresiva de EEUU y sus aliados para expandir la OTAN (en violación a lo que nos habían prometido a principios de los años 1990), hacíamos todo lo posible para bajar la tensión en Europa\"", escribió Lavrov en un artículo para el diario brasileño Folha de Sao Paulo y para la revista mexicana Buzos.""},{""body-text"":""El ministro recordó que en 2021, con ese fin, el presidente ruso, Vladímir Putin, presentó una iniciativa para otorgar a Rusia y Ucrania las garantías vinculantes de su seguridad en el oeste.""},{""body-text"":""Añadió que las autoridades ucranianas llegaron al poder a raíz del golpe de Estado anticonstitucional, en febrero de 2014, así como que luego países occidentales fomentaron el rechazo de Kiev a entablar negociaciones directas con Donetsk y Lugansk.""},{""body-text"":""\""Eso no nos dejó otra opción que reconocer la independencia de las Repúblicas Populares de Donetsk y Lugansk, firmar Tratados de Amistad y Asistencia Mutua con ambas y, en respuesta a su petición formal, iniciar la operación militar especial de acuerdo al Artículo 51 de la Carta de la Organización de Naciones Unidas\"", señaló el ministro.""},{""body-text"":""Lavrov subrayó que ahora la operación rusa se centra en \""proteger a la población rusa y ruso-parlante contra la exterminación en la tierra que sus antepasados habitaron por siglos\"", así como en eliminar las amenazas militares a la seguridad de Rusia en su frontera occidental.""},{""body-text"":""Rusia continúa desde el 24 febrero de 2022 una operación militar especial en Ucrania alegando que las repúblicas de Donetsk y Lugansk –inicialmente reconocidas por Moscú como Estados soberanos y, en septiembre pasado, incorporadas al territorio ruso tras un referéndum– necesitaban ayuda frente, como lo denunciaban, al genocidio por parte de Kiev.""}]",[],19:55 GMT 13.04.2023,Internacional,"[{""tags"":""Internacional""},{""tags"":""📰 Operación rusa de desmilitarización y desnazificación de Ucrania""},{""tags"":""Serguéi Lavrov""},{""tags"":""OTAN""},{""tags"":""Ucrania""},{""tags"":""seguridad""},{""tags"":""Rusia""}]"
1682202869-53,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,,https://sputniknews.lat/20230413/la-supuesta-contraofensiva-de-ucrania-esta-condenada-al-fracaso-desde-el-principio-1138113370.html,"La supuesta contraofensiva de Ucrania ""está condenada al fracaso desde el principio""","Según el analista Scott Ritter, exinspector de armas químicas de las Naciones Unidas e infante de Marina estadounidense en Irak, información incluida en documentos de inteligencia exhibe que EEUU es plenamente consciente de las deficiencias del régimen de Kiev en el campo de batalla, y que lo financia y alienta aún sabiendo que es causa perdida.","[{""body-text"":""El experto estadounidense afirma que los documentos del Pentágono filtrados en las redes sociales dejan en claro que la llamada \""contraofensiva de primavera\"" de Ucrania, para la que el gobierno del país europeo ha estado abogando desde hace meses por una mayor provisión de equipos militares y recursos económicos de parte de sus aliados occidentales, no tiene oportunidad alguna de tener éxito.""},{""body-text"":""\""Una de las principales cosas que salta a la vista de los documentos filtrados es el hecho de que el cronograma para organizar, equipar y entrenar a las formaciones militares ucranianas destinadas a una contraofensiva de primavera es demasiado agresivo; (...) es poco probable que estas fuerzas puedan lograr una preparación del 100%, o algo que se parezca a eso, a tiempo para cumplir con la fecha de lanzamiento prevista para fines de abril de 2023\"", explica Ritter.""},{""body-text"":""El especialista añade que los aspectos básicos del apoyo que EEUU y los aliados occidentales brindan a Ucrania, detallados en los documentos, exhiben que Kiev no podría llevar adelante un ataque de alcance limitado para recuperar territorio y menos uno diseñado para vencer a Rusia.""},{""body-text"":""Ritter, quien durante la administración de George Bush hijo fue muy critico de la decisión de EEUU de invadir Irak, una postura que sería vindicada con el tiempo, señaló que los documentos también dan cuenta de la gran pérdida de recursos que los combates en la ciudad de Artiómovsk están resultando para Ucrania.""},{""body-text"":""“Cualquier fuerza que haya sido entrenada y equipada con la expectativa de participar en una contraofensiva de primavera probablemente se encuentren desviados en la picadora de carne de Artiómovsk”, asevera.""},{""body-text"":""Otra de las revelaciones destapadas por el centenar de textos ultrasecretos difundidos en internet tiene que ver con la falta de municiones y artillería del bando ucraniano, develando una posición mucho más vulnerable que la que los medios y los países miembros de la Organización del Tratado del Atlántico Norte (OTAN) reconocían públicamente.""},{""body-text"":""Para Ritter, los documentos de inteligencia estadounidense filtrados revelan \""el pésimo estado de los suministros disponibles tanto de misiles de defensa aérea, en particular de los sistemas de la era soviética que son el pilar de la red de defensa aérea de Ucrania, como de cohetes de artillería occidentales y proyectiles de artillería de 155 mm\"".""},{""body-text"":""Ritter explica además por qué la debilidad aérea ucraniana no es solo mala para sus ambiciones de una contraofensiva de primavera, sino para su posición militar en el conflicto.""},{""body-text"":""\""Rusia ya está desplegando las bombas de precisión que están destruyendo las tropas ucranianas y los puntos de reunión de material detrás de las líneas del frente sin temor a los sistemas de defensa aérea ucranianos; los rusos simplemente están lanzando las bombas fuera del alcance efectivo. (...) Una vez que se agote el suministro de misiles de la era soviética de Ucrania, la fuerza aérea rusa tendrá un alcance prácticamente libre sobre Ucrania, aumentando tanto el alcance, la escala y la letalidad de su campaña de interdicción aérea\"", expone.""},{""body-text"":""Dicha situación, vaticina el experto, será devastadora para el Ejército ucraniano en el campo de batalla: sin un paraguas de defensa aérea efectivo sobre sus cabezas, estas fuerzas se convertirán en presas fáciles para el Ejército ruso.""},{""body-text"":""Para Ritter, los documentos, que han además provocado roces con varios aliados de EEUU tras la revelación de que el Pentágono los estaba espiando, son una prueba de que el Gobierno de Joe Biden está financiando y alentando un conflicto que sabe que Ucrania no puede ganar, mientras que públicamente miente sobre lo que sucede en el campo de batalla.""},{""body-text"":""\""Al exponer las fechorías de estos funcionarios, que parecen más que felices de ver a Ucrania sacrificar las vidas de decenas de miles de sus soldados por una causa perdida en lugar de alentar una solución negociada del conflicto\"", dice Ritter.""},{""body-text"":""El analista señala que Occidente prefiere seguir incitando un conflicto en lugar de abogar por una negociación que, aunque políticamente desagradable para EEUU, la OTAN y Ucrania, representaría en este momento el mejor resultado posible.""},{""body-text"":""\""Aquí podemos encontrar el propósito detrás de estas filtraciones: alguien al tanto de los datos que exponen las mentiras del Gobierno de EEUU y sus aliados de la OTAN, y que cree que si el público se enterara de estas mentiras se podría ejercer presión para evitar el sacrificio innecesario de vidas adicionales en apoyo de una misión militar, la contraofensiva de primavera, que está condenada al fracaso desde el principio. Uno solo puede esperar que esta jugada tenga éxito\"", concluye.""}]",[],23:58 GMT 13.04.2023,Internacional,"[{""tags"":""Internacional""},{""tags"":""📰 Operación rusa de desmilitarización y desnazificación de Ucrania""},{""tags"":""Ejército de Ucrania""},{""tags"":""Ucrania""},{""tags"":""Rusia""},{""tags"":""EEUU""},{""tags"":""Departamento de Defensa de EEUU""},{""tags"":""OTAN""},{""tags"":""Artiómovsk""},{""tags"":""George Bush""},{""tags"":""Scott Ritter""}]"
