web-scraper-order,web-scraper-start-url,link,link-href,body-text,date,announce-text,title,quote-text
"1681446917-817","https://sputniknewsbrasil.com.br/operacao-russa-na-ucrania/","Ministério da Defesa: caças russos derrubam avião Su-24 e helicóptero Mi-24 das forças ucranianas","https://sputniknewsbrasil.com.br/20221009/ministerio-da-defesa-cacas-russos-derrubam-aviao-su-24-e-helicoptero-mi-24-das-forcas-ucranianas-25262491.html","[{""body-text"":""Caças russos derrubaram na região de Nikolaev um caça-bombardeiro Su-24 ucraniano. Além disso, na região de Kherson foi abatido um helicóptero de ataque Mi-24 da Ucrânia, segundo ministério.""},{""body-text"":""Informa-se também que na República Popular de Donetsk foram destruídas duas estações de radar de combate contrabateria AN/TPQ-37 dos EUA. Além disso, foram eliminados quatro depósitos de munições e armamentos de artilharia e mísseis nas regiões de Kherson e Zaporozhie e na República Popular de Donetsk (RPD).""},{""body-text"":""Na área de povoado de Novaya Kamenka na região de Kherson as Forças Armadas da Rússia destruíram seis comboios ucranianos com combatentes e equipamento militar, frustrando uma tentativa de concentração das tropas do adversário. Nesta direção as forças da Ucrânia perderam mais de 80 militares, dois tanques, 22 veículos blindados de combate, sete veículos blindados de transporte, um sistema de artilharia autopropulsado Krab, dois obuseiros dos EUA M777 e quatro carros.""},{""body-text"":""Também em Kherson, a Rússia repeliu um ataque de tropas ucranianas na área dos povoados de Belogorka e Davydov Brod, como resultado foram eliminados 90 combatentes, um tanque, 12 veículos blindados de combate e três carros, aponta comunicado da Defesa russa.""},{""body-text"":""De acordo com o representante oficial do Ministério da Defesa da Rússia, tenente-general Igor Konashenkov, nas últimas 24 horas as forças ucranianas não realizaram tentativas ativas de atacar na direção de Krasny Liman e têm conduzido operações de reconhecimento das defesas das tropas russas.""},{""body-text"":""Ao todo, desde o início da operação militar especial foram eliminados 317 aviões, 159 helicópteros, 2.182 drones, 379 sistemas de defesa antiaérea, 5.570 tanques e outros veículos blindados de combate, 866 lançadores múltiplos de foguetes, 3.460 peças de artilharia de campanha e morteiros e 6.431 veículos militares especiais, concluiu o Ministério da Defesa russo.""}]","08:44 09.10.2022","As Forças Armadas da Rússia realizaram ataques de alta precisão contra a Legião Estrangeira na ilha de Khortitsa, bem como contra a brigada de operações especiais Bars do Ministério do Interior da Ucrânia na região de Zaporozhie, informou neste domingo (9) o Ministério da Defesa da Rússia.","Ministério da Defesa: caças russos derrubam avião Su-24 e helicóptero Mi-24 das forças ucranianas","[{""quote-text"":""A entidade militar russa declarou ainda que nas últimas 24 horas as perdas das tropas ucranianas na direção de Nikolaev – Krivoi Rog excederam 200 homens.""}]"
"1681446921-818","https://sputniknewsbrasil.com.br/operacao-russa-na-ucrania/","Energodar está sem energia há quase 1 dia e tenta reparo de usina sob fogo ucraniano","https://sputniknewsbrasil.com.br/20221009/energodar-esta-sem-energia-ha-quase-um-dia-e-tenta-reparo-de-usina-sob-fogo-ucraniano-25263542.html","[{""body-text"":""De acordo com a autoridade, não há água nem linhas de comunicação na cidade, onde tropas ucranianas estão impedindo reparos na infraestrutura de forma deliberada.""},{""body-text"":""Mais cedo, Rogov informou que quatro moradores da região ficaram feridos após os ataques ucranianos no Parque da Vitória e na praia da cidade.""},{""body-text"":""Conforme explicou a autoridade, as forças ucranianas bombardearam a usina termelétrica da cidade, localizada ao lado da central nuclear.""},{""body-text"":""\""Depois disso a possibilidade de fornecer eletricidade para a cidade foi interrompida\"", contou.""},{""body-text"":""Segundo ele, equipes de reparo estão na usina tentando restabelecer o funcionamento, \""mesmo ainda sob fogo direcionado, tanto por artilharia como por drones\"".""},{""body-text"":""De acordo com os dados mais recentes, as Forças Armadas da Ucrânia estão concentrando forças significativas na direção de Zaporozhie. As tropas continuam bombardeando distritos e cidades no norte da região, atingindo a infraestrutura, conforme informou o governador interino da região, Yevgeny Balitsky.""}]","11:20 09.10.2022","A cidade de Energodar e seus subúrbios estão sem energia desde sábado (8) devido a bombardeios ucranianos, relatou à Sputnik Vladimir Rogov, membro do conselho principal do administração da região de Zaporozhie.","Energodar está sem energia há quase 1 dia e tenta reparo de usina sob fogo ucraniano","[{""quote-text"":""\""Depois do bombardeio de ontem [sábado, 8], não há eletricidade, comunicações, nem água na cidade e nos subúrbios. As geladeiras foram descongeladas em lojas. Motores a diesel estão sendo acionados em hospitais para dar suporte a pacientes em estado crítico e para outras operações\"", disse Rogov.""}]"
"1681446924-819","https://sputniknewsbrasil.com.br/operacao-russa-na-ucrania/","Putin: explosão da ponte da Crimeia é ato de terror visando arruinar estrutura crítica da Rússia","https://sputniknewsbrasil.com.br/20221009/putin-explosao-da-ponte-da-crimeia-e-ato-de-terror-visando-arruinar-estrutura-critica-da-russia-25265627.html","[{""body-text"":""O ataque à ponte da Crimeia foi ordenado, planejado e realizado pelos serviços especiais da Ucrânia, anunciou o presidente russo, Vladimir Putin.""},{""body-text"":""O investigador-chefe informou a Putin que os serviços especiais ucranianos receberam assistência de cidadãos russos e estrangeiros na preparação do ataque.""},{""body-text"":""Os investigadores também encarregaram o Ministério do Interior da Rússia e agência de inteligência doméstica russa, o Serviço Federal de Segurança (FSB) de realizar operações de investigação e busca.""},{""body-text"":""Bastrykin disse que a rota do caminhão que explodiu na ponte foi estabelecida e inclui Bulgária, Geórgia, Armênia e as regiões russas da Ossétia do Norte e Krasnodar.""},{""body-text"":""O Comitê Nacional Antiterrorista da Rússia informou no sábado (8) que uma seção da rodovia na ponte da Crimeia foi destruída depois que um caminhão explodiu às 06h07 (horário local), com vários tanques de combustível em um trem que viajava ao longo da parte ferroviária próxima da ponte pegando fogo. Duas seções da autoestrada sofreram um colapso parcial, mas os arcos da ponte não sofreram danos.""},{""body-text"":""As autoridades russas anunciaram uma série de medidas para reparar os danos e garantir a estabilidade das ligações de transporte entre a Crimeia e o território de Krasnodar. Putin assinou um decreto na noite de sábado (8) para reforçar a segurança de transporte que atravessa o estreito de Kerch, bem como a infraestrutura de eletricidade e energia na área.""}]","14:36 09.10.2022","A ponte de 19 km que liga a Crimeia ao Krasnodar foi atingida por uma enorme explosão na manhã de sábado (8), matando três pessoas e fazendo com que parte da seção da estrada desabasse no mar e os petroleiros na seção ferroviária adjacente pegassem fogo. Autoridades ucranianas sugeriram a responsabilidade de Kiev.","Putin: explosão da ponte da Crimeia é ato de terror visando arruinar estrutura crítica da Rússia","[{""quote-text"":""\""Este foi um ataque terrorista destinado a destruir a infraestrutura civil crítica da Federação da Rússia. Os serviços especiais ucranianos foram os autores, perpetradores e clientes\"", disse Putin, falando em uma reunião com o chefe do Comitê de Investigação russo, Aleksandr Bastrykin, na noite deste domingo (9).""}]"
"1681446928-820","https://sputniknewsbrasil.com.br/operacao-russa-na-ucrania/","Medvedev diz que ato de terror de Kiev na Crimeia deve ser respondido eliminando terroristas","https://sputniknewsbrasil.com.br/20221009/medvedev-diz-que-ato-de-terror-de-kiev-na-crimeia-deve-ser-respondido-eliminando-terroristas-25268925.html","[{""body-text"":""Medvedev classificou o ataque à ponte da Crimeia como um ato terrorista e de sabotagem cometido pelo \""regime criminoso de Kiev\"". Segundo ele, a resposta da Rússia a este ataque só pode ser a destruição direta de terroristas.""},{""body-text"":""Para ele, a resposta da Rússia deve ser a eliminação dos terroristas. \""Como isso é aceito no mundo, é isso que os cidadãos da Rússia estão esperando\"", disse Medvedev.""},{""body-text"":""O Comitê Nacional Antiterrorista da Rússia informou no sábado (8) que uma seção da rodovia na ponte da Crimeia foi destruída depois que um caminhão explodiu com vários tanques de combustível. Duas seções da autoestrada sofreram um colapso parcial, mas os arcos da ponte não sofreram danos.""},{""body-text"":""As autoridades russas anunciaram uma série de medidas para reparar os danos e garantir a estabilidade das ligações de transporte entre a Crimeia e o território de Krasnodar.""},{""body-text"":""O presidente Vladimir Putin assinou um decreto na noite de sábado (8) para reforçar a segurança de transporte que atravessa o estreito de Kerch, bem como a infraestrutura de eletricidade e energia na área.""}]","18:33 09.10.2022","Vice-secretário do Conselho da Segurança da Rússia, Dmitry Medvedev falou neste domingo (9) sobre o ato terrorista de Kiev na ponte da Crimeia. Na segunda-feira (10), Vladimir Putin, presidente da Rússia, deve se reunir com o Conselho de Segurança da Rússia.","Medvedev diz que ato de terror de Kiev na Crimeia deve ser respondido eliminando terroristas","[{""quote-text"":""\""O cliente e autor do crime é o Estado falido da Ucrânia. Este é um ato terrorista e de sabotagem cometido pelo regime criminoso de Kiev. Não há dúvida, e não havia. Todos os relatórios e conclusões foram feitos\"", comenotu.""}]"
"1681446934-821","https://sputniknewsbrasil.com.br/operacao-russa-na-ucrania/","229º dia da operação especial marcado por bombardeios contra infraestruturas críticas da Ucrânia","https://sputniknewsbrasil.com.br/20221010/229-dia-da-operacao-especial-militar-nas-fronteiras-russas-25271409.html","[]","null","null","null","[]"
"1681446937-822","https://sputniknewsbrasil.com.br/operacao-russa-na-ucrania/","Explosões são registradas em Kiev e outras regiões da Ucrânia (FOTO, VÍDEOS)","https://sputniknewsbrasil.com.br/20221010/explosoes-sao-registradas-no-centro-de-kiev-25271541.html","[{""body-text"":""De acordo com um conselheiro do chefe do Ministério das Relações Exteriores da Ucrânia, um dos mísseis atingiu uma rua próximo ao gabinete do presidente ucraniano Vladimir Zelensky.""},{""body-text"":""Veículos de imprensa ucranianos relataram explosões nas regiões de Kiev e Zhitomir, bem como em Dnepropetrovsk.""},{""body-text"":""Também foram relatadas explosões em Khmelnitsk e Ternopol, no oeste da Ucrânia.""},{""body-text"":""A imprensa local escreve que Kiev segue sendo bombardeada, bem como a região de Lvov.""},{""body-text"":""Durante uma transmissão ao vivo de Kiev, em cima de um jornalista do canal de TV BBC World News voaram projéteis.""},{""body-text"":""Todas as estações do metrô serão utilizadas como refúgios, informou o governador de Kiev. De acordo com as informações, a estação será usada como abrigo antimíssil.""},{""body-text"":""Algumas regiões de Lvov e Ternopol ficaram sem luz após o ataque com mísseis, informou a mídia ucraniana.""},{""body-text"":""Na cidade de Dnepropetrovsk, um projétil caiu em uma fábrica onde supostamente estão equipamentos bélicos ucranianos.""},{""body-text"":""O presidente ucraniano Vladimir Zelensky anunciou alerta aéreo em toda a Ucrânia. Ele informou sobre mortos e feridos nos bombardeios e apelou aos cidadãos para não saírem dos abrigos antiaéreos.""},{""body-text"":""A imprensa ucraniana relatou explosões nas regiões de Poltavka e Kirovograd.""},{""body-text"":""As explosões continuam em Kiev, Lvov e Dnepropetrovsk. Os bombardeios atingem as instalações de infraestrutura energética da região de Lvov, informa a imprensa ucraniana, citando as autoridades.""},{""body-text"":""Explosões também são registradas em Carcóvia, deixando diversos pontos sem luz, segundo a mídia.""},{""body-text"":""O prefeito de Kiev informou que infraestruturas críticas foram atingidas na cidade.""},{""body-text"":""Grande incêndio atinge uma usina termelétrica de Kiev após os bombardeios, segundo imagens nas redes sociais.""},{""body-text"":""O prefeito de Carcóvia informou que um dos ataques atingiu uma instalação da infraestrutura energética, resultando na queda de energia em algumas áreas, além disso, também não há abastecimento de água na região.""},{""body-text"":""Fontes ucranianas relatam novas explosões em Konotop, na região de Sumy.""}]","03:09 10.10.2022","Pelo menos quatro explosões foram escutadas em Kiev. Há relatos de que os sistemas de defesa antiaérea foram acionados na região.","Explosões são registradas em Kiev e outras regiões da Ucrânia (FOTO, VÍDEOS)","[]"
"1681446940-823","https://sputniknewsbrasil.com.br/operacao-russa-na-ucrania/","Rússia não deseja participar de retórica nuclear sobre ameaças dos EUA, diz Kremlin","https://sputniknewsbrasil.com.br/20221010/russia-nao-deseja-participar-de-retorica-nuclear-sobre-ameacas-dos-eua-diz-kremlin-25274377.html","[{""body-text"":""\""A segurança do presidente é assegurada em um nível apropriado, considerando todas as ameaças existentes\"", afirmou Peksov ao se referir às ameaças contra o presidente Vladimir Putin.""},{""body-text"":""Anteriormente, o ex-conselheiro de segurança dos EUA John Bolton declarou que o presidente russo, Vladimir Putin, se tornaria um \""alvo legítimo\"", caso a Rússia utilizasse armas nucleares contra a Ucrânia.""},{""body-text"":""Peskov ainda ressaltou que os EUA não entraram em contato com a Rússia para discutir as possíveis negociações relacionadas à Ucrânia, acrescentando que uma iniciativa como essa é improvável após a rejeição legislativa de Kiev.""},{""body-text"":""Contudo, Peskov não descartou as propostas no encontro entre Putin e Erdogan para tratar de negociações relacionadas à Ucrânia.""}]","06:55 10.10.2022","O porta-voz do Kremlin, Dmitry Peskov, afirmou que a Rússia refuta a retórica nuclear com relação às declarações sobre ameaça nuclear do ex-conselheiro de segurança dos EUA John Bolton.","Rússia não deseja participar de retórica nuclear sobre ameaças dos EUA, diz Kremlin","[]"
"1681446944-824","https://sputniknewsbrasil.com.br/operacao-russa-na-ucrania/","Todos os alvos escolhidos na Ucrânia foram atingidos com armas de precisão, diz Defesa russa (VÍDEO)","https://sputniknewsbrasil.com.br/20221010/alvos-ucranianos-sucesso-md-russo-25275077.html","[{""body-text"":""O Ministério da Defesa da Rússia comunicou na segunda-feira (10) que os ataques russos atingiram 52 unidades de artilharia ucranianas em posições de fogo.""},{""body-text"":""O ministério apontou que os ataques ocorreram na República Popular de Donetsk e nas regiões de Zaporozhie e Nikolaev.""},{""body-text"":""Além disso, acrescentou, nessas regiões foram destruídos cinco depósitos de munição e de armamento de mísseis e artilharia, enquanto duas bases de armazenamento de combustível para as Forças Armadas da Ucrânia foram eliminadas perto das cidades de Dnepropetrovsk e Pavlograd, da região de Dnepropetrovsk.""},{""body-text"":""Enquanto isso, durante um ataque ucraniano na direção de Nikolaev-Krivoi Rog, foram repelidos três batalhões táticos, que levaram à eliminação de mais de 60 combatentes, nove tanques, 16 veículos militares blindados e 17 automóveis. O mesmo aconteceu na direção de Kupyansk, onde as perdas do adversário totalizaram mais de 40 efetivos, cinco tanques, quatro veículos militares blindados e 15 automóveis, referiu o Ministério da Defesa russo.""},{""body-text"":""Por sua vez, a defesa antiaérea russa foi apontada como tendo interceptado com sucesso seis drones, um míssil Tochka-U, seis projéteis do lançador múltiplo de foguetes Himars e três mísseis antirradar HARM na região de Kherson e nas repúblicas populares de Donetsk e Lugansk. A Força Aeroespacial da Rússia também participou com seus caças abatendo um avião MiG-29 em Belaya Krinitsa, região de Kherson, explicou o órgão militar russo.""},{""body-text"":""\""Hoje, as Forças Armadas russas realizaram um ataque maciço com armas de precisão de longo alcance contra alvos de comando militar, de comunicação e de energia da Ucrânia. O objetivo do ataque foi alcançado. Todos os alvos designados foram atingidos\"", resumiu o Ministério da Defesa da Rússia.""},{""body-text"":""\""No total, durante a realização da operação militar especial foram destruídos 318 aviões, 159 helicópteros, 2.188 veículos aéreos não tripulados, 379 sistemas de defesa antiaérea, 5.604 tanques e outros veículos de combate blindados, 866 lançadores múltiplos de foguetes, 3.462 peças de artilharia de campanha e morteiros e 6.463 unidades de veículos militares especiais.\""""}]","07:37 10.10.2022","Segundo o Ministério da Defesa da Rússia, em ataques na Ucrânia foi abatido um avião MiG-29 e mais de meia centena de unidades de artilharia ucranianas nas suas posições de fogo.","Todos os alvos escolhidos na Ucrânia foram atingidos com armas de precisão, diz Defesa russa (VÍDEO)","[]"
"1681446947-825","https://sputniknewsbrasil.com.br/operacao-russa-na-ucrania/","'Rússia não tem escolha, deve pegar a luva lançada': analista comenta ataques contra Ucrânia","https://sputniknewsbrasil.com.br/20221010/russia-nao-tem-escolha-deve-pegar-a-luva-lancada-analista-comenta-ataques-contra-ucrania-25278196.html","[{""body-text"":""Com os ataques retaliatórios da Rússia à infraestrutura crítica da Ucrânia, Moscou está dando a entender que não se deixará ficar \""contra a parede\"", de acordo com Aleksandar Pavic, analista político baseado em Belgrado, Sérvia.""},{""body-text"":""\""Rússia ficou sem escolha. Após o ataque terrorista à ponte da Crimeia e a sabotagem dos [gasodutos russos] Nord Stream 1 [Corrente do Norte 1] e Nord Stream 2 [Corrente do Norte 2], a Rússia está contra a parede: ou responderá ao desafio ou concordará com o plano de Washington de desmembrar o país. Só agora os ucranianos nas grandes cidades perceberão que a guerra ainda não começou\"", contou ele à Sputnik.""},{""body-text"":""Segundo ele, os russos não combatem como os americanos, não atacando a infraestrutura, não atingindo alvos civis e, em resposta, serviços de segurança ucranianos organizaram uma série de ataques terroristas, ataques e tentativas de ataques de bandeira falsa.""},{""body-text"":""\""Eles tentaram de tudo. Há evidências de que a Rússia estava pronta para um acordo de paz com a Ucrânia no início de abril, e que eles estavam prontos para cessar a operação [especial] e estabelecer a linha de demarcação como estava no início da operação militar, para que a Crimeia continuasse fazendo parte da Rússia, e a Ucrânia desistisse das aspirações e ambições para a OTAN e fosse neutra\"", sublinhou o especialista.""},{""body-text"":""Para o analista sérvio, os russos estavam prontos para isso, mas o então premiê britânico Boris Johnson (2019-2022) foi para Kiev e descarrilou esses planos, tornando claro aos russos que era impossível fazer a paz com Kiev e seus mestres ocidentais. Essa percepção foi reforçada pelas declarações de Kiev, Washington, Bruxelas e Londres, que nos meses anteriores apontaram a derrota da Rússia como única opção, acrescentou Aleksandar Pavic.""},{""body-text"":""Pavic crê que na hora da tomada de decisões envolvendo a Ucrânia, apenas contam os interesses do Estado profundo anglo-americano.""},{""body-text"":""\""Quando são tomadas decisões-chave, [o presidente ucraniano Vladimir] Zelensky não é solicitado. Ele pode concordar, o que provavelmente até fez, assim como a liderança ao seu redor, mas se as decisões forem tomadas por Washington, ele não tem poder de veto. Os ucranianos poderiam dizer: esperem, isto terá enormes consequências para nós, mas Washington não se importa nada com isso\"", disse Pavic.""},{""body-text"":""O especialista teoriza que o principal objetivo do Ocidente é a mudança de regime em Moscou, e depois em Pequim, para eliminar os dois únicos centros mundiais que podem se opor a um mundo unipolar.""}]","11:59 10.10.2022","Em declarações à Sputnik, o analista político Aleksandar Pavic referiu as razões pelas quais a Rússia responderá de uma forma contundente ao ""ataque terrorista à ponte da Crimeia"" e aos gasodutos russos.","'Rússia não tem escolha, deve pegar a luva lançada': analista comenta ataques contra Ucrânia","[{""quote-text"":""\""Tendo em conta que [o presidente russo] Vladimir Putin a descreveu como uma ação terrorista, e que os serviços [secretos] ucranianos foram responsabilizados por ela, e eles mesmos se gabam disso, o que está acontecendo agora é um golpe no centro de tomada de decisões, e eles não existem apenas em Kiev. Penso que a liderança russa começará a considerar todas as estruturas na Ucrânia terroristas \"", disse Pavic.""},{""quote-text"":""\""A Rússia não tem escolha. Deve pegar a luva lançada, deve aceitar o conflito, senão acontecerá o que foi prometido em Washington, que a Rússia será desmembrada, descolonizada, como eles dizem\"", disse Pavic.""}]"
"1681446950-826","https://sputniknewsbrasil.com.br/operacao-russa-na-ucrania/","'Hipocrisia': Zakharova critica Washington por pedidos de negociação de paz na Ucrânia","https://sputniknewsbrasil.com.br/20221010/hipocrisia-zakharova-critica-washington-por-pedidos-de-negociacao-de-paz-na-ucrania-25283684.html","[{""body-text"":""Mais cedo, Kirby afirmou que uma saída para o conflito ucraniano deveria ser procurada por meio da diplomacia e apontou que Washington não acredita que a Rússia tenha real intenção de negociar com Kiev.""},{""body-text"":""A representante salientou que os pedidos de paz feitos por Washington são ouvidos \""em meio ao envio em larga escala de armamentos ao regime pró-nazi da Ucrânia\"".""},{""body-text"":""Zakharova também afirmou que enquanto os EUA estiverem encorajando as atividades subversivas de Kiev, \""mais problemático será encontrar caminhos para soluções diplomáticas\"" em relação ao conflito na região.""},{""body-text"":""Desde o início da operação militar russa na Ucrânia, os EUA intensificaram o envio de armas a Kiev, incluindo equipamentos sofisticados de artilharia de longo alcance. Além do apoio militar, Washington lidera um grupo de países aliados, incluindo o Reino Unido e lideranças da União Europeia, em uma tentativa de sufocamento econômico da Rússia por meio de sanções abrangentes.""}]","16:29 10.10.2022","Nesta segunda-feira (10), a representante oficial do Ministério das Relações Exteriores russo, Maria Zakharova, declarou que os pedidos de Washington por negociações de paz na Ucrânia não passam de ""hipocrisia"". Ela comentou uma fala recente de John Kirby, coordenador de comunicações estratégicas do Conselho de Segurança Nacional da Casa Branca.","'Hipocrisia': Zakharova critica Washington por pedidos de negociação de paz na Ucrânia","[]"
"1681446953-827","https://sputniknewsbrasil.com.br/operacao-russa-na-ucrania/","Analista: 'Zelensky não se importa mais com solução do conflito nem com população civil ucraniana'","https://sputniknewsbrasil.com.br/20221010/analista-zelensky-nao-se-importa-mais-com-solucao-do-conflito-nem-com-populacao-civil-ucraniana-25286202.html","[{""body-text"":""A avaliação é do escritor Ricardo Quiroga Vinhas, pesquisador do grupo de estudos 9 de Maio, um dos especialistas consultados pela Sputnik Brasil acerca do ataque maciço de precisão de longo alcance visando instalações de energia, comando militar e comunicações da Ucrânia, em resposta ao ataque do último sábado (8) contra a Ponte da Crimeia.""},{""body-text"":""Vinhas prossegue dizendo que, se o Ocidente não tivesse se intrometido, o conflito terminaria em um mês ou dois meses, \""porque as Forças Armadas ucranianas foram destroçadas\"" pelo Exército da Rússia.""},{""body-text"":""Com o oferecimento de equipamento militar e inteligência do Ocidente, há um prolongamento do conflito.""},{""body-text"":""O escritor nota que o conflito ucraniano é uma \""guerra por procuração\"" perpetrada pelos Estados Unidos e pela União Europeia, instrumentalizando a Ucrânia para esse fim.""},{""body-text"":""O analista geopolítico Rogério Anitablian concorda com Vinhas.""},{""body-text"":""Ele acrescenta que o aspecto da formalidade da candidatura da Ucrânia à OTAN enfrenta resistência de países-membros da própria aliança — sobretudo no sentido de que se teria uma perspectiva de retaliação que não interessa aos países dentro da OTAN.""},{""body-text"":""Isso significa que são dezenas de países envolvidos na crise sob essa chancela, sob esse guarda-chuva.""},{""body-text"":""Anitablian lembra que são potências nucleares, tanto países da aliança militar ocidental quanto a Rússia.""},{""body-text"":""Esse conflito está ganhando um novo desenho, com um novo tom de dramaticidade, segundo o analista — à medida que algumas situações têm se mostrado difíceis de serem implementadas.""},{""body-text"":""Em sua avaliação, o ataque contra a Ponte da Crimeia mostra que não há disposição para se chegar a um entendimento na mesa de negociações pelo lado ucraniano.""},{""body-text"":""Muito provavelmente o governo ucraniano tem sido pressionado por forças que não querem encerrar a situação em curto prazo, em função dessa aliança que vem se formando em torno do governo de Kiev.""},{""body-text"":""Aparentemente, diz ele, o que se ambiciona é uma solução que leve, por parte dos países ligados à OTAN, a uma espécie de controle político dentro da Federação da Rússia.""},{""body-text"":""Isso porque uma composição que mantenha essa situação politicamente estabelecida hoje na Rússia não interessa ao Ocidente.""}]","19:35 10.10.2022","Há um esforço nítido da Rússia em evitar ataques à população da Ucrânia, mas o presidente deste país, Vladimir Zelensky, comandado pela Organização do Tratado do Atlântico Norte (OTAN) e pelos Estados Unidos, não se importa muito mais com a solução do conflito nem com as consequências sobre a população civil ucraniana.","Analista: 'Zelensky não se importa mais com solução do conflito nem com população civil ucraniana'","[{""quote-text"":""\""A Ucrânia deve fazer mais ações, porque a Rússia vai responder, e isso prolongará a ajuda ocidental explícita ou implícita à Ucrânia, inclusive com o envio de soldados. Acho que vai haver uma escalada, mas infelizmente quem vai pagar por essa escalada é a população ucraniana, por mais que claramente a Rússia esteja evitando atingir a população ucraniana diretamente\"", analisou.""},{""quote-text"":""\""O presidente comediante, como chamo Zelensky, não se importa muito mais com a solução do conflito nem com as consequências sobre a população civil ucraniana. Ele faz isso a mando da OTAN e do governo dos Estados Unidos, principalmente, para tentar criar uma imagem de enfraquecimento, um suposto enfraquecimento russo. E a resposta ela [a Rússia] já deu de ontem para hoje com o bombardeio, atingindo infraestrutura e instalações militares. Ou seja, uma resposta bem dura, e provavelmente não vai parar nisso. Zelensky passou a ser um fantoche das potências ocidentais.\""""},{""quote-text"":""\""Esse conflito, que na verdade é uma guerra por procuração dos Estados Unidos [...] [e da] Europa, busca criar, dentro da propaganda política de guerra, essas imagens para demonstrar que o outro lado está enfraquecido, que pode ser atingido, que pode perder. As famosas táticas, mais antigas do que a história da humanidade, foram para tentar fazer uma demonstração de força e de propaganda\"", indicou.""},{""quote-text"":""\""Diferentemente da Suécia e da Finlândia, uma entrada da Ucrânia na OTAN seria uma coisa absolutamente inadmissível para a Rússia. Esse conflito, que seria um conflito por procuração, por informações dadas por satélites, por inteligência e por assessoria militar foi assumido, semanas atrás, em pronunciamentos feitos por Bruxelas no sentido de dizer que quando houve uma ação de ucranianos na região de Carcóvia, essa ação foi comandada sob o ponto de vista político e logístico, além das questões militares em si, pela própria OTAN. A OTAN assume uma participação e, nesse sentido, agrava a crise\"", observou.""},{""quote-text"":""\""Há cerca de três semanas, houve um anúncio público da OTAN no sentido de que capitaneava, de alguma forma, o esforço, além da entrega de Himars [sigla em inglês para Sistemas de Foguetes de Artilharia de Alta Mobilidade], de mísseis e de projéteis, sob o ponto de vista da coordenação, que é um dado político, que é o que mais preocupa neste momento\"", elucidou.""},{""quote-text"":""\""As próprias negociações de paz, que no início do conflito foram bastante cogitadas e tentadas em um momento, acabaram sendo abandonadas (muito provavelmente em função de elementos interessados na continuidade desse conflito).\""""},{""quote-text"":""\""É um sacrifício muito grande para o povo ucraniano, porque esse conflito acaba ocorrendo em detrimento da própria população ucraniana\"", lamentou.""},{""quote-text"":""\""Não vejo uma condição de escalada do conflito. Mas também não vejo negociações de paz em curto prazo. Por quê? Porque me parece que é um jogo de tudo ou nada. E esse jogo de tudo ou nada é muito perigoso para o mundo, muito perigoso para a humanidade de um modo geral, porque [...] [o conflito pode] escalar com réplicas e tréplicas potenciais, com armas de alto poder de letalidade. Naturalmente, não torço por isso. Torço para que haja uma resolução pacífica, diplomática e política desse conflito que, como disse, afeta o mundo todo economicamente, a estabilidade política e a própria estabilidade física do planeta, potencialmente\"", conclui Anitablian.""}]"
"1681446956-828","https://sputniknewsbrasil.com.br/operacao-russa-na-ucrania/","Sessão da ONU sobre referendos é convocada para impulsionar narrativa antirrussa, diz Nebenzya","https://sputniknewsbrasil.com.br/20221010/sessao-da-onu-sobre-referendos-e-convocada-para-impulsionar-narrativa-antirrussa-diz-nebenzya-25288349.html","[{""body-text"":""Segundo o embaixador, a situação ocorre com o objetivo de \""empurrar a narrativa\"" contra a Rússia.""},{""body-text"":""Com relação à resolução dos Estados Unidos sobre os referendos que decretaram a adesão das repúblicas populares de Donetsk (RPD) e Lugansk (RPL) e das regiões de Kherson e Zaporozhie à Rússia, ele apontou que o documento \""é mais um passo para a divisão da ONU\"".""},{""body-text"":""E prosseguiu: \""O que isso tem a ver com manter a paz e a segurança ou encontrar maneiras de resolver o conflito? Este é mais um passo em direção a uma divisão e escalada que temos certeza de que não é necessária para o grande número de Estados cujos representantes estão hoje [segunda-feira, 10] nesta sala.\""""},{""body-text"":""Em 30 de setembro, os Estados Unidos e a Albânia apresentaram ao Conselho de Segurança da ONU um projeto de resolução para condenar os referendos de Donetsk, Lugansk, Zaporozhie e Kherson.""},{""body-text"":""A Rússia vetou o documento. Brasil, Gabão, Índia e China se abstiveram.""},{""body-text"":""Conforme resolução da Assembleia Geral adotada em abril, uma reunião do órgão será convocada sempre que um dos Estados-membros permanentes usar o veto no Conselho de Segurança. A Assembleia Geral deverá ser convocada no prazo de dez dias após o exercício do veto.""}]","20:25 10.10.2022","O embaixador russo na Organização das Nações Unidas (ONU), Vasily Nebenzya, fez duras críticas ao órgão, nesta segunda-feira (10), citando a intensificação de uma ""polarização perigosa"" e inédita contra a Rússia no atual momento.","Sessão da ONU sobre referendos é convocada para impulsionar narrativa antirrussa, diz Nebenzya","[{""quote-text"":""\""Infelizmente, dentro dos muros da ONU, algo muito diferente está sendo testemunhado, como cinismo, confronto e polarização perigosa como nunca vimos na história da ONU, e, particularmente, claro, durante esta sessão\"", disse Nebenzya durante sessão de emergência da Assembleia Geral.""},{""quote-text"":""\""Como pretexto para a retomada da sessão especial, uma provocação sem precedentes e de classe baixa foi usada no Conselho de Segurança [da ONU]. Pediram-nos para apoiar um documento em que nos condenaríamos\"", disse Nebenzya.""}]"
