web-scraper-order,web-scraper-start-url,article,link-href,title,announce-text,body-text,quote-text,date
1681433992-20,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,Un candidato a la Presidencia turca ve una postura unilateral occidental en el conflicto de Ucrania30 de marzo58,https://sputniknews.lat/20230330/un-candidato-a-presidencia-turca-ve-unilateral-posicion-occidental-sobre-conflicto-en-ucrania-1137506326.html,Un candidato a la Presidencia turca ve una postura unilateral occidental en el conflicto de Ucrania,"ANTIOQUÍA, TURQUÍA (Sputnik) — La posición de Occidente sobre el conflicto en Ucrania es demasiado unilateral, declaró el candidato a la presidencia turca de la alianza Ata Ittifaki, Sinan Ogan.","[{""body-text"":""Asimismo, afirmó que en general no considera correcto la injerencia de Occidente en las crisis regionales.""},{""body-text"":""\""Ya vimos a lo que llevó [la injerencia] en Irak, vimos el abastecimiento con armas al Partido de los Trabajadores del Kurdistán [PKK, proscrito en Turquía como terrorista] por EEUU\"", especificó el candidato.""},{""body-text"":""Respecto al conflicto en Ucrania, llamó a aplicar todos los esfuerzos para poner fin al conflicto.""},{""body-text"":""\""Hay que basarse en el principio de la integridad territorial de países, se necesita el respeto hacia la integridad territorial de Ucrania\"", indicó Ogan.""},{""body-text"":""Afirmó que si gana, Turquía tendrá relaciones buenas tanto con Rusia como con Occidente.""},{""body-text"":""A su juicio, Ankara no debe estar a ciegas al lado de Moscú o Kiev, sino que debe mediar entre ellos.""},{""body-text"":""Previamente, la Comisión electoral de Turquía votó por unanimidad para aprobar el 14 de mayo como la fecha de las elecciones presidenciales y parlamentarias. La segunda vuelta de los comicios presidenciales, si resulta necesario, está programada para el 28 de mayo.""}]","[{""quote-text"":""\""A mi juicio, la posición de Occidente sobre el conflicto en Ucrania es demasiado unilateral, lo que contribuye más a alimentar el conflicto que a estabilizarlo\"", dijo Ogan a Sputnik.""}]",08:32 GMT 30.03.2023
1681433996-21,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,La UE ve posición de Pekín sobre Ucrania como factor clave para sus futuras relaciones30 de marzo83,https://sputniknews.lat/20230330/la-ue-ve-posicion-de-pekin-sobre-ucrania-como-factor-clave-para-sus-futuras-relaciones-1137515606.html,La UE ve posición de Pekín sobre Ucrania como factor clave para sus futuras relaciones,"BRUSELAS (Sputnik) — La reacción de China a la crisis ucraniana determinará el futuro de sus relaciones con la UE, declaró la presidenta de la Comisión Europea (CE), Ursula von der Leyen.","[{""body-text"":""Agregó que Pekín, como miembro permanente del Consejo de Seguridad de la ONU, debe contribuir a alcanzar \""una paz justa\"" en Ucrania.""},{""body-text"":""Otro factor que influirá en las relaciones entre la UE y China será el respeto de Pekín por los derechos humanos, señaló.""},{""body-text"":""Sin embargo, continuó, la UE no quiere \""romper los lazos económicos, públicos, políticos y científicos [con China, ya que] es un socio vitalmente importante\"".""},{""body-text"":""\""Le corresponde el 9% de nuestras exportaciones de artículos y más del 20% de nuestras importaciones de artículos\"", indicó Von der Leyen.""},{""body-text"":""Asimismo, mencionó que la UE aboga por cambiar varias partes del Acuerdo Global de Inversiones con China —alcanzado en 2020 pero aún no ratificado— ante la cambiante situación internacional.""},{""body-text"":""La UE, prosiguió, intenta mantener relaciones diplomáticas estables y los canales de comunicación abiertos con China pero disminuyendo los riesgos en sus relaciones.""},{""body-text"":""\""Nuestras relaciones con China son unas de las más complicadas e importantes en el mundo, y cómo las manejemos será un factor determinante para nuestra futura prosperidad económica y la seguridad nacional\"", añadió.""},{""body-text"":""La semana que viene la presidenta de la CE planea viajar a China.""},{""body-text"":""Rusia lanzó la operación militar especial en Ucrania en respuesta a la solicitud de las Repúblicas Populares de Donetsk y Lugansk, previamente reconocidas por Moscú como Estados soberanos, para que se les preste ayuda frente al genocidio por parte de Kiev.""}]",[],12:15 GMT 30.03.2023
1681434000-22,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,Rusia convocará en el Consejo de Seguridad una reunión informal sobre evacuación de niños de Ucrania30 de marzo48,https://sputniknews.lat/20230330/rusia-convocara-en-el-consejo-de-seguridad-una-reunion-informal-sobre-evacuacion-de-ninos-de-1137527012.html,null,null,[],"[{""quote-text"":""\""Para el 25 de abril está programado el debate trimestral abierto sobre el arreglo en Oriente Medio a nivel ministerial. Se llevará a cabo bajo la presidencia del ministro de Asuntos Exteriores de Rusia, Serguéi Lavrov\"", informó la vocera.""},{""quote-text"":""\""Para establecer la verdad, es necesario realizar una investigación independiente, honesta e imparcial, que debe centrarse en encontrar respuestas a cuatro preguntas: la identificación de los cadáveres, la hora y las causas de muerte de personas, los rastros de posibles movimientos de cuerpos\"", señaló Zajárova.""}]",null
1681434003-23,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,La defensa antiaérea rusa derriba por primera vez misil ucraniano Grom-230 de marzo272,https://sputniknews.lat/20230330/la-defensa-antiaerea-rusa-derriba-por-primera-vez-misil-ucraniano-grom-2-1137526252.html,La defensa antiaérea rusa derriba por primera vez misil ucraniano Grom-2,"MOSCÚ (Sputnik) — Sistemas rusos de defensa aérea derribaron por primera vez un misil táctico y operativo ucraniano Grom-2 en una zona de la operación militar especial rusa en Ucrania, informó el Ministerio de Defensa de Rusia.","[{""body-text"":""Grom es un sistema de misiles tácticos que la oficina de diseño ucraniana Yúzhnoye, situada en la ciudad de Dnipró, desarrolló tras la disolución de la Unión Soviética. El proyecto del sistema se presentó por primera vez en 2013 en varias ferias internacionales de armamento.""},{""body-text"":""De acuerdo con los diseñadores, Grom cuenta con un alcance de 50 kilómetros a 500 kilómetros, dependiendo del tipo de misil, lo que es significativamente más largo que el del sistema Tochka-U (de 15 kilómetros a 120 kilómetros) que el Ejército de Ucrania posee desde la era soviética.""},{""body-text"":""En los últimos años, los prototipos de Grom han participado periódicamente en los desfiles del Día de la Independencia de Ucrania en Kiev, pero no ha habido información oficial sobre los resultados de las pruebas del sistema y su puesta en servicio.""},{""body-text"":""Según fuentes abiertas, la modificación Grom-2 es un lanzador móvil con dos misiles tierra-tierra sobre el chasis de un camión de cinco ejes.""}]",[],16:31 GMT 30.03.2023
1681434006-24,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,Brasil se niega a firmar declaración contra Rusia en Cumbre por la Democracia en EEUU30 de marzo500,https://sputniknews.lat/20230330/brasil-se-niega-a-firmar-declaracion-contra-rusia-en-cumbre-por-la-democracia-en-eeuu-1137533258.html,Brasil se niega a firmar declaración contra Rusia en Cumbre por la Democracia en EEUU,"El Gobierno de Brasil se rehusó a firmar la declaración de la Cumbre por la Democracia, en la que los países participantes condenaron la operación militar rusa en Ucrania, informó el diario 'O Globo', citando fuentes diplomáticas.","[{""body-text"":""De acuerdo con las fuentes citadas por el medio local, el Gobierno brasileño afirmó que no está de acuerdo en la utilización de la Cumbre para condenar las acciones rusas.""},{""body-text"":""En un escrito enviado a los organizadores del encuentro multinacional, al cual el medio tuvo acceso, el presidente brasileño, Luiz Inacio Lula da Silva, indicó que a nivel global se está atravesando por un clima complejo y una \""amenaza de una nueva Guerra Fría\"".""},{""body-text"":""Asimismo, Brasilia señaló que la Organización de las Naciones Unidas (ONU) es el espacio idóneo para discutir lo correspondiente al conflicto entre Ucrania y Rusia.""},{""body-text"":""La Cumbre por la Democracia, cuya primera edición se celebró en 2021, comenzó el miércoles 29 de marzo y culminará dos días después en Washington.""},{""body-text"":""De acuerdo con la página web oficial de este evento, el objetivo es demostrar \""cómo las democracias cumplen con sus ciudadanos y están mejor equipadas para abordar los desafíos más apremiantes del mundo\""; sin embargo, analistas consultados por Sputnik consideran que la Cumbre solo funciona para que EEUU reafirme su posición hegemónica ante el mundo.""},{""body-text"":""De la reunión participaron más de un centenar de presidentes y líderes de diferentes países del mundo.""},{""body-text"":""El 29 de marzo, el presidente de EEUU, Joe Biden, anunció en un comunicado coordinado con su par de Corea del Sur, Yoon Suk-yeol, que Seúl será anfitrión de la tercera edición de la cumbre.""}]",[],17:34 GMT 30.03.2023
1681434008-25,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,Máxima precisión: revelan las capacidades del nuevo misil guiado ruso Izdelie 305E | Video30 de marzo376,https://sputniknews.lat/20230330/maxima-precision-revelan-las-capacidades-del-nuevo-misil-guiado-ruso-izdelie-305e--video-1137481651.html,Máxima precisión: revelan las capacidades del nuevo misil guiado ruso Izdelie 305E | Video,"El misil guiado multifuncional Izdelie 305E de las Fuerzas Aeroespaciales rusas se está utilizando con éxito en la zona de la operación militar especial rusa, comunicó la corporación estatal rusa Rostec.","[{""body-text"":""Según el consorcio, el proyectil forma parte del arsenal de los helicópteros de reconocimiento y ataque Mi-28NM y Ka-52M. El Izdelie 305E puede alcanzar un objetivo a una distancia de 14,5 kilómetros, y aumenta significativamente la precisión de los ataques aéreos, haciendo el combate más seguro para los pilotos rusos.""},{""body-text"":""El proyectil, adoptado por las FFAA rusas en 2021, es el primero de la clase de armamento para helicópteros que cuenta con el principio 'dispara y olvida', que permite que la munición no sea guiada por el portador tras su lanzamiento. Al mismo tiempo, el Izdelie 305E puede utilizarse con el sistema de puntería de a bordo que permite realizar el guiado manual hasta el objetivo, además de tener la capacidad de ser lanzado a una distancia considerable del adversario sin ser detectado.""},{""body-text"":""El piloto utiliza las coordenadas aproximadas del objetivo y lanza el misil hacia el enemigo. Cuando el proyectil se aproxima a unos pocos kilómetros de distancia, el Izdelie 305E transmite imágenes al operador, que a su vez indica un objetivo específico para que la munición impacte.""},{""body-text"":""Rostec agregó que el misil guiado también dispone de autodirección por imágenes térmicas, un preciso sistema de navegación inercial con interfaz Glonass, altímetro y un canal de comunicación con el helicóptero. La potencia de la ojiva de fragmentación de alto poder explosivo del misil es de 25 kilogramos y puede alcanzar una velocidad máxima de 828 kilómetros por hora.""},{""body-text"":""Se destaca que existen municiones similares en el extranjero, pero el Izdelie 305E tiene ventajas que hacen que el misil ruso tenga un alto potencial de exportación. En particular, la potente ojiva y la capacidad de corregir el vuelo manualmente.""},{""body-text"":""Rusia inició la operación militar especial el 24 de febrero en respuesta a las solicitudes de asistencia de las Repúblicas de Donetsk y Lugansk para defenderse de los bombardeos ucranianos.""}]","[{""quote-text"":""\""El novísimo misil Izdelie 305E para los helicópteros de ataque Mi-28NM y Ka-52M demostró su eficacia, y está siendo utilizado con éxito en la operación especial rusa\"", comunicó Rostec.""}]",18:01 GMT 30.03.2023
1681434010-26,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,,https://sputniknews.lat/20230331/la-postura-de-mexico-y-brasil-en-la-cumbre-por-la-democracia-fue-autonoma-e-independiente-1137544167.html,"La postura de México y Brasil en la Cumbre por la Democracia fue ""autónoma"" e ""independiente""",Los Gobiernos de México y Brasil se negaron a respaldar la condena a la operación militar especial rusa en Ucrania contenida en la declaración de la segunda edición de la Cumbre por la Democracia organizada por Washington. ¿Qué indica esta decisión de los más poderosos países de Latinoamérica?,"[{""body-text"":""En el caso de México, el país latinoamericano suscribió el documento, pero con una reserva en la que mantuvo su rechazo al párrafo del texto que asegura que los países firmantes deploran las consecuencias de la operación militar especial de Rusia en Ucrania.""},{""body-text"":""Para la especialista en historia diplomática de Rusia y su política exterior por la Universidad de San Petersburgo, Imelda Ibañez, la decisión del presidente mexicano, Andrés Manuel López Obrador, se sitúa en un escenario de transformaciones de la política mundial que se están llevando a cabo \""y de las cuales estamos siendo testigos desde hace un año, como resultado del impacto de la crisis en Ucrania a nivel mundial\"".""},{""body-text"":""En ese sentido, la internacionalista destacó que, en el caso de México la proyección de su política exterior es autónoma, además de que en este caso no se dejó influir por Estados Unidos, que movió a varios países, \""sobre todo a los euroatlánticos, los países latinoamericanos o asiáticos, para imponer sanciones a Rusia\"".""},{""body-text"":""Es por ese motivo que el jefe de Estado mexicano \""se mantuvo al margen de firmar completamente esta acta (...) que pretendía presionar simbólicamente a Rusia para retirar esta operación de territorio ucraniano\"", apuntó la especialista.""},{""body-text"":""Al mismo tiempo, la también académica de la Universidad Nacional Autónoma de México (UNAM) recordó la posición del presidente de México en torno a la democracia como forma de Gobierno y, especialmente, sobre el respeto a la autonomía en la toma de decisiones que tienen que ver con políticas internas, así como el respeto al principio de no intervención.""},{""body-text"":""En el caso de Brasil, el presidente Luiz Inacio Lula da Silva se rehusó a firmar la declaración debido a que no está de acuerdo en la utilización de la Cumbre por la Democracia para condenar las acciones rusas.""},{""body-text"":""Adicionalmente, el mandatario brasileño precisó que la Organización de las Naciones Unidas (ONU) es el espacio idóneo para discutir lo correspondiente al conflicto entre Ucrania y Rusia.""},{""body-text"":""Al respecto, Guzmán consideró que el mandatario del gigante suramericano regresó a generar una transformación a su país luego de que estuvo bajo la influencia del ahora expresidente Jair Bolsonaro y, por lo mismo, orientado a otro tipo de política exterior.""},{""body-text"":""Ante ese escenario, consideró Ibáñez, la forma en la que el presidente brasileño proyecta su política exterior es, al igual que la de Andrés Manuel López Obrador, autónoma e independiente de la influencia estadounidense.""},{""body-text"":""\""Él quiere tener presencia en todo este proceso de alto al fuego, del llamado a la paz, incluso ser parte de los mediadores (...) para buscar la paz y negociar de qué forma se da esta situación en cuanto al control de esta crisis entre Ucrania y Rusia\"", enfatizó la docente de la Facultad de Ciencias Políticas y Sociales de la universidad pública más importante de México.""}]","[{""quote-text"":""\""Las proyecciones en cuanto a política exterior, sobre todo de las grandes potencias, nos muestran hasta qué grado se presentan estos cambios. Por un lado está esa unipolaridad que pretende seguir teniendo la influencia no solamente regional, sino mundial. Y por otro lado, ya tenemos la proyección de la creación de un esquema multipolar, en donde las políticas exteriores buscan un equilibrio para negociar y cooperar bajo el llamado equilibrio de interés, representados por Rusia, China y otras potencias regionales que poco a poco están proyectando sus políticas exteriores de manera autónoma e independiente\"", detalló la estudiosa en entrevista para Sputnik.""},{""quote-text"":""\""Regionalmente se puede conformar una decisión en cuanto a reforzar la proyección de intereses de política exterior, sobre todo por parte de Brasil, de Argentina, de México, vamos a ver si también de Colombia, de Venezuela, por supuesto. Obviamente Estados Unidos va a buscar tener influencia en América Latina y lo va a buscar de todas las formas, lo está haciendo, la Cumbre por la Democracia es simplemente un mecanismo para proyectar su política exterior unilateral\"", apuntó la estudiosa de la política internacional.""}]",02:55 GMT 31.03.2023
1681434014-27,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,El Kremlin rechaza la mera idea de un debate sobre una fuerza de paz de la UE en Ucrania31 de marzo235,https://sputniknews.lat/20230331/el-kremlin-rechaza-la-mera-idea-de-un-debate-sobre-una-fuerza-de-paz-de-la-ue-en-ucrania-1137557918.html,El Kremlin rechaza la mera idea de un debate sobre una fuerza de paz de la UE en Ucrania,MOSCÚ (Sputnik) — El Kremlin calificó de extremadamente peligrosa la mera posibilidad de un debate en la Unión Europea sobre el despliegue de una fuerza de paz internacional en Ucrania.,"[{""body-text"":""El primer ministro de Hungría, Viktor Orbán, constató en una entrevista con la estación de radio Kossuth que los líderes europeos se acercan a un punto en que se vería como algo normal y legítimo plantearse el envío de un contingente de paz o tropas similares a Ucrania, algo considerado como línea roja hasta ahora.""},{""body-text"":""Con respecto a la propuesta formulada por el líder bielorruso, Alexandr Lukashenko, de cesar las hostilidades en Ucrania y declarar una tregua sin derecho a reagrupar tropas, el representante del Kremlin indicó que \""no cambia nada en el contexto de Ucrania\"".""},{""body-text"":""\""La operación militar especial sigue adelante, porque hoy en día es la única manera de lograr los objetivos que se plantea nuestro país\"", añadió.""},{""body-text"":""Rusia continúa desde el 24 de febrero del año pasado una operación militar especial en Ucrania. Según el presidente ruso, Vladímir Putin, el objetivo es la desmilitarización y la desnazificación del país vecino.""},{""body-text"":""Numerosos países, entre ellos EEUU, condenaron la actuación de Rusia en Ucrania, a la que apoyan con el suministro de armas y municiones, ayuda financiera y humanitaria.""},{""body-text"":""En lo que se refiere al llamamiento del diario estadounidense The Wall Street Journal a expulsar a todos los periodistas rusos, Peskov lo indicó absurdo e incorrecto.""},{""body-text"":""El 31 de marzo, The Wall Street Journal llamó a las autoridades de EEUU a analizar la expulsión del embajador ruso y todos los periodistas rusos que trabajan en el país como respuesta a la detención en Rusia de su reportero Evan Gershkovich.""},{""body-text"":""\""En este caso se trata de las actividades de espionaje bajo la cubertura del periodismo\"", subrayó Peskov al precisar que llamar en este contexto a la expulsión de todos los periodistas rusos \""es absurdo\"".""},{""body-text"":""De acuerdo con Peskov, \""el periódico puede exigirlo, pero no debe tener lugar y no hay ningún motivo para hacerlo, en este caso limitar los derechos de los reporteros concienzudos es absurdo e incorrecto\"".""},{""body-text"":""Todos los reporteros extranjeros que gozan de acreditación válida en Rusia, continuó, \""pueden y siguen realizando sus actividades periodísticas, no hacen frente a ninguna restricción y trabajan perfectamente\"".""},{""body-text"":""El 30 de marzo, el Servicio Federal de Seguridad (FSB, por sus siglas en ruso) de Rusia informó de la detención en la ciudad de Ekaterimburgo, en los Urales, de Gershkovich bajo sospecha de espionaje a favor de Estados Unidos.""},{""body-text"":""La detención se produjo cuando intentaba recibir datos catalogados como secreto de Estado sobre las operaciones de una empresa rusa del sector de defensa, por lo que se inició una causa penal contra él. El mismo día, un tribunal de Moscú ordenó la detención del reportero hasta el próximo 29 de mayo.""},{""body-text"":""A su vez, el diario rechazó las acusaciones contra su reportero y exigió liberarlo de inmediato.""}]",[],10:26 GMT 31.03.2023
1681434018-28,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,Posible despliegue de militares de la UE en Ucrania: ¿cuáles serían las consecuencias?31 de marzo370,https://sputniknews.lat/20230331/posible-despliegue-de-militares-de-la-ue-en-ucrania-cuales-serian-las-consecuencias-1137559399.html,Posible despliegue de militares de la UE en Ucrania: ¿cuáles serían las consecuencias?,"MOSCÚ (Sputnik) — La introducción de fuerzas de paz de la Unión Europea (UE) en Ucrania es poco realista para resolver el conflicto pues provocará una confrontación militar directa entre Rusia y la Organización del Tratado del Atlántico Norte (OTAN), declaró a Sputnik el analista militar Ígor Korotchenko.","[{""body-text"":""El también editor jefe de la revista rusa Defensa Nacional considera imposible el escenario planteado por el primer ministro de Hungría, Viktor Orbán, del envío de fuerzas de paz a Ucrania, pues será \""una agresión militar directa de la OTAN con todas las consecuencias resultantes\"".""},{""body-text"":""Anteriormente, el primer ministro de Hungría, Viktor Orbán, anunció a la radio Kossuth, que la UE está cerca de decidir sobre el tema, antes evitado, de mandar \""tropas de paz de algún tipo\"" a Ucrania.""},{""body-text"":""Rusia continúa con su operación en Ucrania alegando que las repúblicas de Donetsk y Lugansk —inicialmente reconocidas por Moscú como Estados soberanos y en septiembre pasado, incorporadas al territorio ruso tras sendos referendos— necesitaban ayuda, como lo denunciaban, frente al genocidio por parte de Kiev.""},{""body-text"":""Numerosos países condenaron la operación rusa y apoyan a Kiev con suministros de armas, donaciones, ayuda humanitaria y sanciones contra Moscú.""}]",[],12:11 GMT 31.03.2023
1681434021-29,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,La UE necesitaría la aprobación de Rusia para enviar fuerzas de paz a Ucrania31 de marzo159,https://sputniknews.lat/20230331/la-ue-necesitaria-la-aprobacion-de-rusia-para-enviar-fuerzas-de-paz-a-ucrania-1137561656.html,La UE necesitaría la aprobación de Rusia para enviar fuerzas de paz a Ucrania,"MOSCÚ (Sputnik) — La Unión Europea (UE) no tiene derecho a enviar una fuerza de paz a Ucrania sin el consentimiento de Rusia, ya que en este caso podrían convertirse en blancos legítimos de las tropas rusas, declaró en diálogo con Sputnik el presidente y miembro del comité ejecutivo de la Asociación Rusa de Derecho Internacional, Anatoli Kapustin.","[{""body-text"":""El primer ministro de Hungría, Viktor Orbán, constató en una entrevista con la estación de radio Kossuth que los líderes europeos se acercan a un punto en que se vería como algo normal y legítimo plantearse el envío de un contingente de paz o tropas similares a Ucrania, algo considerado como una línea roja hasta ahora.""},{""body-text"":""El experto opina que Moscú no dará luz verde al envío de estas tropas, \""porque en este caso no se puede aceptar su consentimiento al envío de tropas al territorio de otro beligerante\"".""},{""body-text"":""Kapustin admitió que Rusia podría aprobarlo una vez finalizado el conflicto, pero ahora, \""cuando Ucrania se niega a cumplir las exigencias de Rusia, no puede haber ninguna fuerza de paz\"".""},{""body-text"":""Poco antes, el portavoz de la Presidencia rusa, Dmitri Peskov, calificó de extremadamente peligrosa la mera posibilidad de un debate en la Unión Europea sobre el despliegue de una fuerza de paz internacional en Ucrania.""},{""body-text"":""Rusia continúa desde el 24 de febrero del año pasado una operación militar especial en Ucrania. Según el presidente ruso, Vladímir Putin, el objetivo es la desmilitarización y la desnazificación del país vecino. Numerosos países, entre ellos EEUU, condenaron la actuación de Rusia en Ucrania, a la que apoyan con el suministro de armas y municiones, ayuda financiera y humanitaria.""}]",[],13:12 GMT 31.03.2023
1681434035-30,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,¿Por qué Ucrania podría lamentar el préstamo del Fondo Monetario Internacional?31 de marzo159,https://sputniknews.lat/20230331/por-que-ucrania-podria-lamentar-el-prestamo-del-fondo-monetario-internacional-1137561113.html,¿Por qué Ucrania podría lamentar el préstamo del Fondo Monetario Internacional?,"El préstamo del Fondo Monetario Internacional (FMI) a Ucrania podría resultar costoso para el país debido a los recargos de intereses y los requisitos impuestos por el fondo, escribió 'The Economist'.","[{""body-text"":""La situación tiene de fondo la concesión a Kiev de 15.600 millones de dólares en los próximos cuatro años como parte de un programa de emergencia. Se trata del séptimo mayor préstamo en los 79 años de historia de la organización.""},{""body-text"":""Aunque esta sea una \""suma enorme para el fondo\"", la edición apuntó que no es ni mucho menos suficiente para Ucrania que \""necesitará 39.500 millones de dólares más de lo que espera recibir de impuestos y ayudas\"" para seguir con el conflicto actual.""},{""body-text"":""Además, debido al gran número de préstamos contraídos, Kiev debe pagar recargos que están diseñados para \""disuadir a los países de pedir al fondo más de lo que necesitan\"".""},{""body-text"":""\""Para cuando Ucrania reciba todo el paquete, los recargos habrán aumentado probablemente otros tres puntos porcentuales en su factura de intereses. En total, el Gobierno ucraniano podría obtener un tipo del 7,5-8%\"", indicó The Economist.""},{""body-text"":""Aparte de ello, se destacó que todos los préstamos del FMI van acompañados de recetas económicas que deberían ayudar formalmente al país prestatario a reembolsar su deuda. Sin embargo, según el periódico, las reformas más sustanciales de la organización suelen girar en torno a la contención del gasto, que no es una opción mientras Ucrania esté en el conflicto.""},{""body-text"":""\""Hasta ahora, el FMI declaró que planea recomendar reformas fiscales, pero no especificó los detalles. Dada su reputación de mano dura, cualquier paso en falso en Ucrania podría resultar desastroso\"", advirtió.""},{""body-text"":""En teoría, los riesgos para la economía ucraniana deberían tenerse en cuenta en las pruebas de resistencia del Fondo, pero su análisis prospectivo se desequilibra fácilmente. \""Predecir el futuro de cualquier economía en colapso no es fácil\"", concluyó The Economist.""},{""body-text"":""Rusia lanzó la operación militar especial en Ucrania en respuesta a la solicitud de las repúblicas populares de Donetsk y Lugansk, previamente reconocidas por Moscú como Estados soberanos, para que se les preste ayuda frente al genocidio por parte de Kiev.""}]","[{""quote-text"":""\""Pedir prestado al FMI es más caro que a otros donantes. Como país de renta media, Ucrania debe pagar un tipo de interés básico del 3,5%. Cada vez que recibe dinero, el fondo cobra otro 0,5% en concepto de gastos administrativos\"", subrayó.""}]",16:10 GMT 31.03.2023
1681434039-31,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,"Secretario de Malvinas: ""Pendiente la cuestión Malvinas, la relación con Reino Unido no será plena""",https://sputniknews.lat/20230331/secretario-de-malvinas-pendiente-la-cuestion-malvinas-la-relacion-con-reino-unido-no-sera-plena-1137594118.html,"Secretario de Malvinas: ""Pendiente la cuestión Malvinas, la relación con Reino Unido no será plena""","A 41 años del desembarco argentino en Malvinas, que se cumplen este 2 de abril, hablamos con Guillermo Carmona, el secretario de Asuntos Relativos a las Islas Malvinas de la Cancillería argentina. En otro orden, el periodista argentino Sebastián Salgado estrenó un documental sobre el conflicto en Ucrania.","[{""body-text"":""El 2 de abril de 1982, el gobierno militar argentino, en un intento por ganar legitimidad, decidió desembarcar en las Islas Malvinas.""},{""body-text"":""La dictadura militar impuesta en 1976, ansiosa por perpetuarse en el poder, hizo un mal cálculo al iniciar la operación, creyendo que EEUU iba a apoyarla en el conflicto con el Reino Unido.""},{""body-text"":""Pero Margaret Thatcher (1979-1990) respondió con la guerra, y EEUU la apoyó como su socio estratégico en la OTAN.""},{""body-text"":""Esto rompió el Tratado Interamericano de Defensa (TIAR) de 1949, o Tratado de Río, que estipulaba que un ataque de un Estado contra un país americano sería considerado como un ataque contra todos.""},{""body-text"":""“[El canciller Santiago] Cafiero le envió una propuesta al canciller británico para retomar las conversaciones con respecto a la soberanía. Planteamos retomar lo que marcan las resoluciones de las Naciones Unidos y otros temas más: las conexiones entre las islas y el continente, la situación de los isleños en relación con los beneficios que Argentina les reconoce en términos de derechos, la desmilitarización del archipiélago y la cuestión de los recursos naturales”, agregó.""},{""body-text"":""Además, se refirió a las posibilidades de avanzar en las negociaciones con Londres: “Los especialistas señalan el caso del archipiélago de Chagos [se anunció el inicio de negociaciones del Reino Unido con Islas Mauricio] como una buena noticia porque tiene que ver con un cambio en la geopolítica mundial. Hay que estar atentos a que cuando aparezcan oportunidades, las aprovechemos”.""},{""body-text"":""“Hemos buscado superar desde el Gobierno Nacional la desmalvinización que vivimos en los cuatro años de la gestión macrista. Intentaron borrarla de la agenda pública nacional y reemplazarla de los ámbitos internacionales y de la reivindicación de soberanía”, concluyó.""},{""body-text"":""El periodista argentino, Sebastián Salgado, fue a la región del Donbás en agosto de 2022 y filmó el documental \""Tango de Libertad en Lugansk”, que muestra la visión de la población del oriente ucraniano, silenciada por los grandes medios occidentales.""},{""body-text"":""El documental consta de seis episodios, que se subirán gratuitamente a Youtube de manera progresiva, en el canal \""Data Urgente\"".""},{""body-text"":""Salgado comentó sobre su experiencia en la zona de conflicto: \""Quise ir a entrevistar a una directora de orquesta y me habían contado que la de Lugansk a veces tenía fechas para tocar en plazas de pueblitos de la zona. A veces, la fecha del concierto coincidía con bombardeos. Lo sorprendente es que ellos iban igual. Tocaban igual. La gente salía igual. Un día tocaron Libertango de Piazzola y de ahí viene el título del documental\"".""},{""body-text"":""Sobre la situación del Donbás, indicó que \""ellos estuvieron ocho años sufriendo bombardeos. Kiev nunca respetó los acuerdos de Minsk y tampoco reconoció batallar con el mismo tipo de armamentos. Esto mismo lo reconoció [Ángela] Merkel\"".""}]",[],22:20 GMT 31.03.2023
1681434043-32,https://sputniknews.lat/racion-rus-d-dsmilitrizcion-y-dsnzificcion-d-ucrni/,Cara o Ceca,https://sputniknews.lat/cara-o-ceca/,null,null,[],[],null
