link_href,title,date,formatted_text,China,United States,LIO,France,Germany,India,Iran,NIO,European Union,Russia,Ukraine,United Kingdom,Donbass,Taiwan,Poland,Baltic States,Japan
https://sputniknews.lat/20220708/la-inflacion-de-chile-anota-alza-interanual-de-125-en-junio-1127981900.html,"La inflación de Chile anota alza interanual de 12,5% en junio",14:55 GMT 08.07.2022," el sector que registró expansiones más pronunciadas fue el de los servicios viéndose particularmente impulsado por el transporte aéreo que anotó un crecimiento mensual de ,4 también afectaron los precios de los paquetes turísticos que subieron ,3 con respecto al mes anterior en el apartado de los productos los valores que más aumentaron fueron el del pan los cereales las bebidas no alcohólicas y la gasolina el informe de política monetaria publicado en junio por el banco central detalló que los precios de varios productos se han visto afectados debido al impacto de la prolongación del conflicto en ucrania que ha encarecido algunas las materias primas la energía y ciertos alimentos junto al aumento de la demanda interna ",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220708/aumenta-el-precio-del-pan-en-el-este-de-bolivia-por-escasez-de-harina-1127982153.html,Aumenta el precio del pan en el este de Bolivia por escasez de harina,15:04 GMT 08.07.2022," los panaderos de santa cruz se abastecen del mercado local para elaborar el pan que es un alimento básico en la dieta de los bolivianos y no acceden a la subvención del gobierno como los panificadores del occidente del país bolivia depende de las importaciones de trigo cuyo suministro internacional fue afectado por las sanciones occidentales a rusia por su operación militar en ucrania actualmente el saco de  kilos de harina de trigo cuesta  bolivianos (40,7 dólares mientras que antes se lo adquiría en  bolivianos (24,7 dólares bolivia consume anualmente cerca de .000 toneladas de trigo pero la producción nacional de trigo alcanza apenas a .000 toneladas en  importó cerca de .000 toneladas de trigo por un valor de  millones de dólares y poco más de .000 toneladas de harina de trigo por  millones de dólares de acuerdo con datos del instituto boliviano de comercio exterior (ibce ",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220708/azerbaiyan-cubre-el-20-de-la-demanda-griega-de-gas-natural-1127982465.html,Azerbaiyán cubre el 20% de la demanda griega de gas natural,15:13 GMT 08.07.2022, el ministro azerí arribó a la ciudad griega de komotiní para asistir a la ceremonia de puesta en marcha del gasoducto conector grecia bulgaria (igb shahbázov y skrekas trataron el tema de la crisis energética internacional y las perspectivas de establecer una cooperación más estrecha en el ámbito de gas natural comunicó el ministerio de energía griego el ministro subrayó la importancia del corredor gasístico del sur para la seguridad energética de europa y de la diversificación de las fuentes y rutas de suministro de energía mediante los gasoductos transanotolio (tanap trans adriático (tap y del cáucaso sur (scpx al referirse a la conclusión de la construcción del gasoducto igb skrekas subrayó que es una estructura de importancia estratégica que permite disminuir la dependencia con respecto a las importaciones del hidrocarburo ruso los titulares de energía de grecia y azerbaiyán han acordado apoyar las actividades apuntadas a usar gases renovables tales como el biometano y el hidrógeno verde suministrándolos tanto por sistemas de transporte de gas natural existentes como por infraestructura especializada que se debe crear azerbaiyán es un socio estratégico estable y un proveedor de gas fiable declaró shahbazov también aseguró que el gasoducto igb desempeña un papel importante en la transformación del mapa energético de europa y que contribuye a la seguridad energética la apertura del igb tiene una importancia estratégica ya que diversifica las fuentes de energía para bulgaria y para el sur de europa y proporciona a los consumidores acceso a una energía limpia enfatizó shahbazov asimismo subrayó que su país prevé una mayor cooperación energética con europa a la ceremonia asistió el primer ministro griego kyriakos mitsotakis y su homólogo búlgaro retirado kiril petkov quienes destacaron el papel de bakú azerbaiyán intentó adquirir antes el operador del sistema griego de transporte de gas desfa en junio de  la compañía estatal de petróleo de azerbaiyán ganó la licitación ofreciendo  millones de euros sin embargo en noviembre de  el acuerdo se rompió porque la comisión europea prohibió la venta de una participación de control en desfa a una empresa no europea ,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220708/jefa-del-senado-las-sanciones-sin-precedentes-no-lograron-desestabilizar-la-economia-de-rusia-1127987205.html,"Jefa del Senado: las sanciones ""sin precedentes"" no lograron desestabilizar la economía de Rusia",16:04 GMT 08.07.2022, matvienko subrayó que rusia no permitirá ignorar sus intereses nacionales y poner en peligro la seguridad de sus ciudadanos según opina matvienko los desafíos a los que se enfrenta rusia seguirán creciendo en las condiciones de la nueva realidad rusia no puede relajarse ni siquiera durante un minuto es evidente que los desafíos seguirán creciendo y ya no habrá retorno al anterior orden mundial destacó refiriéndose a la operación militar especial lanzada en ucrania matvienko aseguró que avanza conforme a lo planificado ,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220708/lavrov-acusa-a-eeuu-de-provocar-la-escasez-energetica-y-alimenticia-1127987926.html,Lavrov acusa a EEUU de provocar la escasez energética y alimenticia,16:17 GMT 08.07.2022, la síntesis del discurso fue distribuida entre los periodistas que acompañaron a lavrov a la reunión de los titulares de exteriores de los países del grupo de los veinte en la isla indonesia de bali en cuanto a los alimentos si eeuu y la unión europea quitasen las restricciones logísticas y de pago sobre el suministro del grano ruso entonces el problema puede resolverse muy pronto numerosos países condenaron la operación militar de rusia en el territorio ucraniano e impusieron sanciones individuales y sectoriales con el propósito de infligirle a la economía rusa el mayor daño posible en un intento de presionar a moscú para que detenga las hostilidades ,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220708/alianza-de-rusia-y-venezuela-es-vital-para-afrontar-bloqueos-1128003538.html,"""La alianza de Rusia y Venezuela es vital para afrontar bloqueos""",21:13 GMT 08.07.2022, el canciller venezolano carlos faría visitó recientemente rusia donde destacó la necesidad de que ambos países continúen profundizando las relaciones económicas y aseguró que buscan caminos para solucionar los problemas con los mecanismos de pagos la vía más segura para evadir las medidas de estados unidos canadá y la unión europea destacó chávez es que países como china venezuela e irán desarrollen juntos una agenda que permita atenuar los efectos del bloqueo desde  hasta la actualidad se han aplicado contra venezuela más de  sanciones y desde el  de febrero cuando comenzó la operación militar especial de rusia en ucrania varios países adoptaron medidas restrictivas contra moscú las medidas van desde la desconexión parcial de rusia del sistema swift —plataforma que conecta el sistema financiero internacional el cierre del espacio aéreo para las aerolíneas rusas y la paralización de las reservas internacionales de su banco central en este contexto explicó chávez resulta necesario que venezuela y rusia avancen hacia una política común de fortalecimiento de la industria petroquímica energética así como que busquen intercambios académicos científicos culturales y de medicina los bloqueos destacó el parlamentario están lejos de conseguir los cambios ideológicos que el gobierno de estados unidos pretende alcanzar a su favor y por el contrario provocan que más naciones busquen zafarse de esa política que impulsa la organización del tratado del atlántico norte (otan ,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220709/habra-gas-alemania-confirma-la-decision-positiva-de-canada-de-devolver-la-turbina-de-nord-stream-1128032008.html,¿Habrá gas? Alemania confirma la decisión positiva de Canadá de devolver la turbina de Nord Stream,13:14 GMT 09.07.2022, la decisión de devolver la turbina ya había sido tomada comunicó una fuente familiarizada citada por reuters la turbina se enviará primero a alemania que luego la entregará a gazprom para que canadá no incumpla ninguna sanción agregó el gigante energético ruso gazprom tuvo que reducir sus entregas de gas a través del gasoducto nord stream  a mediados de junio después de que siemens retrasara la devolución de una turbina de gas enviada a canadá para su mantenimiento ottawa se negó inicialmente a devolver la turbina alegando sanciones contra rusia el vicecanciller alemán y ministro de economía robert habeck ha instado desde entonces a canadá a entregar la turbina a alemania en lugar de a rusia para evitar problemas legales explicó que alemania invocaría a la escasez de energía para el próximo invierno y su necesidad de llenar sus almacenes de reservas de gas según datos de gas infraestructure europe (gie ahora los sistemas de almacenamiento de gas en europa están llenos al  para europa sin un aumento de los suministros procedentes de rusia en el tercer y cuarto trimestre es difícil cumplir el objetivo de mantener el  de las reservas para el inicio de la temporada de calefacción señaló alexéi belogóriev director adjunto del instituto de energía y finanzas al diario bfm al agregar que existe el riesgo de que haya que retirar bastante durante agosto septiembre y octubre si los suministros son tan bajos desde rusia asimismo indicó que el principal riesgo es la propia temporada de calefacción ya que no se trata sólo de las existencias en los almacenes subterráneos sino también de los suministros actuales constantes ya que si siguen siendo tan bajos será difícil para los europeos cubrir los picos de demanda sobre todo teniendo en cuenta la creciente competencia por el gnl de los consumidores asiáticos según él estos tres factores pueden confluir en el inicio de la temporada de calefacción son riesgos muy grandes para la producción industrial no obstante por su parte furfari puso de relieve que a pesar de que las sanciones impuestas por la ue a rusia socavan la economía europea y alimentan la inflación en occidente la ue no puede admitir que no tengan el efecto deseado sobre moscú por lo que no cabe esperar una relajación de las mismas en un futuro próximo ,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220709/canada-ampliara-las-sanciones-contra-rusia-1128038142.html,Canadá ampliará las sanciones contra Rusia,23:20 GMT 09.07.2022, las autoridades canadienses subrayaron que los sectores rusos de petróleo gas productos químicos y el manufacturero representan más del  de los ingresos presupuestarios que rusia utiliza para apoyar su operación militar en ucrania para debilitar la economía rusia y limitar aún más sus capacidades en el marco de la operación militar en el territorio ucraniano canadá ampliará las medidas existentes en los sectores de petróleo gas y productos químicos para que abarquen también la fabricación industrial señala la nota las nuevas medidas les prohibirán a los servicios canadienses contribuir a la producción de bienes fabricados por estos sectores rusos explicaron las autoridades en particular las nuevas sanciones deberían afectar la producción de metales y la fabricación de medios de transporte maquinaria equipos informáticos y aparatos electrónicos y eléctricos una vez que las medidas entren en vigor las empresas canadienses tendrán  días para celebrar contratos con industrias y servicios específicos indica el texto rusia lanzó el pasado  de febrero una operación militar especial en ucrania respondiendo a las solicitudes de ayuda por parte de las repúblicas populares de donetsk y lugansk previamente reconocidas por moscú como estados soberanos para hacer frente al genocidio por parte de kiev uno de los objetivos fundamentales de esa ofensiva según el presidente ruso es la desmilitarización y la desnazificación de ucrania a finales de marzo pasado el ministerio de defensa ruso dio por cumplido el objetivo de la primera fase de la operación que era mermar la capacidad bélica de ucrania y dijo que se enfocará en adelante en la liberación de donbás ,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO
https://sputniknews.lat/20220710/le-pen-califica-de-ineficaces-las-sanciones-contra-rusia-1128044656.html,Le Pen califica de ineficaces las sanciones contra Rusia,14:38 GMT 10.07.2022," las sanciones contra rusia han sido completamente ineficaces dijo le pen en una entrevista con el canal bfmtv según la política las sanciones enriquecieron a rusia pues francia compra ahora petróleo a la india que se lo compra a los rusos además en su opinión sancionan a los franceses más de lo que sancionan a rusia y agregó que fueron las restricciones contra moscú la causa fundamental de la creciente inflación la inflación en francia registró niveles récord al ascender un ,2 en mayo y los precios de la energía aumentaron este año un  según el instituto nacional de estadística (insee el pasado mes el aumento de los precios fue del ,8 y la inflación francesa alcanzó el ,5 anual de acuerdo con los índices de junio los precios del gas y la electricidad en europa comenzaron a aumentar después del inicio de la operación especial militar rusa en ucrania el pasado  de febrero y la posterior imposición de las sanciones antirrusas numerosos países condenaron la operación militar de rusia en el territorio ucraniano e impusieron sanciones individuales y sectoriales incluido un embargo a la importación del petróleo con el propósito de infligirle a la economía rusa el mayor daño posible en un intento de presionar a moscú para que detenga las hostilidades ",NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220710/kiev-quiere-confiscar-las-propiedades-de-rusia-en-el-reino-unido-1128048092.html,¿Colapso de la propiedad privada? Kiev quiere incautar 18 inmuebles de los empresarios rusos,19:48 GMT 10.07.2022, según el medio el embajador de ucrania en londres vadim pristaiko ya está realizando los trámites para contratar a un abogado a mediados de marzo el presidente ucraniano volodímir zelenski firmó una ley sobre la incautación forzada en ucrania de empresas activos e inmuebles pertenecientes a rusia y a sus ciudadanos el presidente ruso vladímir putin enfatizó que rusia se convirtió en el sucesor legal de la urss y se comprometió a pagar las deudas de todas las antiguas repúblicas de la unión soviética a cambio de activos en el extranjero pero no todos los países recién formados los entregaron a rusia según él solo por la deuda de ucrania se pagaron .000 millones de dólares los países occidentales impusieron duras sanciones individuales y sectoriales contra rusia por la operación militar especial que lanzó en ucrania el pasado  de febrero con la intención de infligirle a la economía rusa el mayor daño posible para presionar a moscú a detener las hostilidades las restricciones incluyen la inmovilización de la mitad de las reservas internacionales de rusia en oro y divisas equivalentes a unos .000 millones de dólares además algunos países incautaron propiedades pertenecientes a ciudadanos rusos según la base de datos castellum.ai rusia es el país más castigado del mundo por las sanciones por delante de irán siria corea del norte y venezuela pues se activaron más de .550 nuevas medidas restrictivas en su contra en adición a las .695 que ya estaban en vigor antes del  de febrero de  ,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220711/la-proveedora-de-maquinaria-industrial-electrolux-professional-cesa-sus-operaciones-en-rusia-1128056611.html,La proveedora de maquinaria industrial Electrolux Professional cesa sus operaciones en Rusia,08:14 GMT 11.07.2022," electrolux professional traspasará el negocio en rusia a su equipo ejecutivo local lo que implicará un coste de  millones de coronas suecas 3,3 millones el presidente y director ejecutivo de la compañía alberto zanata dijo que electrolux professional está respetando todas las sanciones y controles de exportación a rusia prevemos que no podremos vender ni dar servicio a nuestros productos en rusia a mediano y largo plazo hemos concluido que un traspaso controlado de la subsidiaria del grupo en rusia a la gerencia local es la mejor manera de asegurar nuestro cumplimiento continuo de las sanciones y concluir de manera responsable las relaciones con nuestros colegas en rusia que han sido miembros muy respetados del equipo de nuestro grupo durante muchos años señaló electrolux professional tiene hoy en día  empleados en rusia sus ventas en el mercado ruso representaron aproximadamente el  del volumen total en  numerosos países condenaron la operación militar que rusia continúa en ucrania desde el  de febrero y activaron más de .550 sanciones individuales y sectoriales que buscan elevar el costo del conflicto para moscú cientos de empresas anunciaron en los últimos meses la decisión de suspender sus negocios en y con rusia ",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220711/italia-recibira-un-65-del-gas-que-gazprom-le-suministraba-ultimamente-1128057318.html,Italia recibirá un 65% del gas que Gazprom le suministraba últimamente,08:21 GMT 11.07.2022, a partir de esta mañana el gasoducto submarino nord stream  se sometió a mantenimiento reglamentario hasta el  de julio durante las semanas anteriores rusia había reducido en un  el suministro a través de esta tubería ,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220711/un-acuerdo-con-gazprom-garantiza-a-la-republica-srpska-el-suministro-estable-de-gas-1128057456.html,Un acuerdo con Gazprom garantiza a la República Srpska el suministro estable de gas,08:29 GMT 11.07.2022, la compañía de gas gas res perteneciente al gobierno de la república srpska prolongó desde el  de junio el acuerdo de suministro de gas natural ruso según el ministro la república srpska está totalmente contenta con el precio del gas ruso así como a otra parte del país la federación de bosnia y herzegovina le beneficia también las condiciones acordadas se trata del precio cerca de  dólares por .000 metros cúbicos o un poco más alto se corregirá cada trimestre pero para nosotros es absolutamente aceptable especificó djokic agregó que la estrategia de desarrollo del sector de la energía en la república para  prevé construir un gasoducto para importar el gas ruso vinculado con el sistema de transporte de gas de serbia cerca de la ciudad de bijeljina de momento declaró el proyecto de tubería —que se extenderá por  kilómetros se encuentra en la fase preparatoria para recibir el gas ruso las autoridades de la república srpska también planean construir dos centrales eléctricas a gas en las ciudades de bania luka y prijedor informó djokic según djokic la república srpska espera que la compañía rusa zarubezhneft construya una tercera central eléctrica a gas la república srpska recibía antes el gas ruso a través de ucrania hungría y serbia y a partir de  importa el gas suministrado a serbia a través de bulgaria por el gasoducto turkish stream según el ministerio de energía el consumo promedio anual de la república srpska alcanza  millones metros cúbicos del gas natural ,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220711/lituania-prohibe-el-transito-de-cemento-y-alcohol-de-rusia-a-kaliningrado-1128057700.html,Lituania prohíbe el tránsito de cemento y alcohol de Rusia a Kaliningrado,08:37 GMT 11.07.2022, desde el domingo [el  de julio tras concluir el periodo para la entrada en vigor del quinto paquete de los sanciones de la ue contra rusia se prohíbe el tránsito a través de lituania de cemento alcohol y otros productos de producción rusa dice la nota citando a la aduana según afirma la aduana lituana las sanciones fueron impuestas en concordancia con el reglamento y estimaciones de la ue así como después de consultas con la comisión europea el gobernador de la región de kaliningrado anton alijánov aclaró que lituania no ha impuesto nuevas restricciones al tránsito de mercancías desde rusia a la región y lo que ahora ha comenzado a aplicarse es la siguiente fase de las sanciones adoptadas anteriormente anteriormente la diputada del seimas lituano (parlamento unicameral lyme lucia andrikene informó al portal min.lt que el parlamento actualmente debate la posibilidad de expedir un permiso de tránsito para el cemento a kaliningrado las autoridades de kaliningrado sugirieron desviar hacia sus puertos los flujos mercantiles que hoy transitan por ferrocarriles entre rusia y las naciones del báltico estonia letonia y lituania el funcionario alegó que la medida daría trabajo a navieras y puertos de kaliningrado fuertemente afectados por las sanciones de la ue las tarifas del transporte marítimo en este caso según el gobernador deberían ajustarse a las que rigen dentro del sector ferroviario de rusia desde el  de junio lituania prohibió el tránsito de mercancías sujetas a las sanciones de la unión europea entre la provincia rusa de kaliningrado enclavada entre lituania y polonia y las demás regiones de rusia la medida afecta hasta el  de las cargas según las estimaciones de las autoridades de la provincia la portavoz del ministerio de asuntos exteriores ruso maría zajárova declaró que lituania al tomar esta decisión se comporta de forma agresiva y hostil por su parte el gobierno lituano alegó que solo cumple las sanciones de la unión europea y que vilna no cederá ante rusia en el tema del tránsito de mercancías a kaliningrado ,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO
https://sputniknews.lat/20220711/putin-y-lukashenko-debaten-pasos-conjuntos-referentes-al-bloqueo-de-kaliningrado-1128062200.html,Putin y Lukashenko debaten pasos conjuntos referentes al bloqueo de Kaliningrado,11:41 GMT 11.07.2022, se precisa que en el transcurso de la conversación telefónica los presidentes debatieron la situación en relación con las restricciones ilegales impuestas por lituania sobre el tránsito de mercancías a la región del kaliningrado en este contexto fueron debatidos los posibles pasos siguientes conjuntos el  de julio lituania prohibió el tránsito de cemento y alcohol de rusia a la región de kaliningrado tras concluir el periodo para la entrada en vigor del quinto paquete de los sanciones de la ue contra rusia además los presidentes confirmaron su disposición a fortalecer las relaciones bilaterales ruso bielorrusas asimismo rusia se mostró dispuesta a cumplir sus compromisos y garantizar a petición de los países de europa occidental los suministros de gas y otros productos energéticos en lo referente a los envíos de productos bielorrusos a rusia se informa que los líderes examinaron el suministro de mercancías de bielorrusia a través de los puertos de san petersburgo desde el  de junio lituania prohibió el tránsito de mercancías sujetas a las sanciones de la unión europea entre la provincia rusa de kaliningrado enclavada entre lituania y polonia y las demás regiones de rusia la medida afecta hasta el  de las cargas según las estimaciones de las autoridades de la provincia la portavoz del ministerio de asuntos exteriores ruso maría zajárova declaró que lituania al tomar esta decisión se comporta de forma agresiva y hostil por su parte el gobierno lituano alegó que solo cumple las sanciones de la unión europea y que vilna no cederá ante rusia en el tema del tránsito de mercancías a kaliningrado ,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO
https://sputniknews.lat/20220711/la-inflacion-anual-en-noruega-alcanza-maximos-en-mas-de-30-anos--1128062844.html,La inflación anual en Noruega alcanza máximos en más de 30 años,12:34 GMT 11.07.2022," los analistas consultados por el portal dailyfx esperaban que la inflación se aceleraría solo hasta el ,9 frente al ,7 que vio el país nórdico en mayo pasado el organismo señaló que la cifra de junio fue la máxima desde octubre  cuando la inflación también fue de ,3 en cuanto a la inflación mensual aumentó al ,9 frente al ,2 al mes anterior mientras los analistas predecían un incremento del ,6 por su parte la cadena noruega nrk comunicó citando al mismo ente que el mayor aumento se produjo en los precios de los alimentos y la electricidad según espen christensenun funcionario de la oficina central de estadísticas el aumento de inflación fue frenado gracias al apoyo de la industria energética sin la cual los precios podrían haber crecido un ,2 el  junio el banco central de noruega duplicó la tasa de interés hasta el ,25 y pronosticó su mayor crecimiento en el contexto de la elevada inflación además la amenaza de recesión económica en europa debido a la reducción de los suministros de gas desde rusia ascendió al  informó el centro de investigación económica y empresarial británico (cebr por sus siglas en inglés en junio de  la inflación anual en el área del euro era del ,9 el presidente de rusia vladímir putin ordenó el  de febrero el lanzamiento de una operación militar en ucrania tras haber recibido la petición oficial de las repúblicas de donbás para proteger a las personas que han sido sometidas a abusos y al genocidio del régimen de kiev durante ocho años uno de los objetivos fundamentales de esa operación según putin es la desmilitarización y la desnazificación de ucrania tras la operación especial militar varios países establecieron sanciones contra moscú las cuales van desde la desconexión parcial de rusia del sistema swift el cierre del espacio aéreo para las aerolíneas rusas y la paralización de las reservas internacionales del banco central de rusia las sanciones contra moscú ocasionaron a nivel mundial el alza de los precios del petróleo gas y fertilizantes ",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO
https://sputniknews.lat/20220711/el-euro-cae-por-debajo-de-101-dolares-por-primera-vez-en-los-ultimos-20-anos-1128065198.html,"El euro cae por debajo de 1,01 dólares por primera vez en los últimos 20 años",13:41 GMT 11.07.2022," al mismo tiempo el tipo de cambio entre el dólar y el yen subió a ,07 yenes desde ,08 yenes el índice del dólar (el tipo de cambio frente a una cesta de monedas de seis países socios comerciales de estados unidos aumentó un ,65 hasta los ,7 puntos la moneda europea sigue afectada por la crisis energética de la región agravada entre otros factores por la suspensión del funcionamiento del gasoducto nord stream el gasoducto está parado por razones técnicas desde el  de julio y en los mercados crece el temor de que no vuelva a ponerse en marcha además según la 'estimación relámpago de eurostat el organismo de estadística de la unión europea informó que a inflación anual en la zona del euro subió cinco décimas el pasado mes del ,1 en mayo al ,6 en junio en junio de  la inflación anual en el área del euro era del ,9 la energía sigue siendo el mayor componente de la inflación con una tasa acumulada del ,9 en junio en relación con el ,1 en mayo el presidente de rusia vladímir putin ordenó el  de febrero el lanzamiento de una operación militar en ucrania tras haber recibido la petición oficial de las repúblicas de donbás para proteger a las personas que han sido sometidas a abusos y al genocidio del régimen de kiev durante ocho años uno de los objetivos fundamentales de esa operación según putin es la desmilitarización y la desnazificación de ucrania tras la operación especial militar varios países establecieron sanciones contra moscú las cuales van desde la desconexión parcial de rusia del sistema swift el cierre del espacio aéreo para las aerolíneas rusas y la paralización de las reservas internacionales del banco central de rusia las sanciones contra moscú ocasionaron a nivel mundial el alza de los precios del petróleo gas y fertilizantes ",NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO
https://sputniknews.lat/20220711/la-austriaca-omv-recibe-70-menos-de-gas-por-el-nord-stream-1128069607.html,La austríaca OMV recibe 70% menos de gas por el Nord Stream,15:48 GMT 11.07.2022, según el vocero citado por la agencia apa desde mediados de junio el gigante gasístico ruso gazprom suministró a austria aproximadamente la mitad de la cantidad pedida además indicó el llenado de los depósitos en medio de las interrupciones también dependerá del consumo diario y las compras adicionales de gas por su parte la corporación de hidrocarburos italiana eni recibirá este  de julio poco más del  del gas que le enviaba últimamente el gigante de energía ruso gazprom el pasado  de junio gazprom avisó que la capacidad de transporte del nord stream no excedería los  millones de metros cúbicos diarios pues solo se pueden utilizar tres compresores debido a la demora del grupo alemán siemens en reparar debido a las sanciones los equipos bombeadores y a unos defectos técnicos detectados en los motores gazprom utiliza actualmente cerca del  de la capacidad del gasoducto la principal vía de suministro de gas ruso a la región europea y tiene previsto detener el nord stream del  al  de julio para su mantenimiento anual lo que podría agravar la escasez de gas en europa algunos países —incluidos alemania y austria expresaron su temor a que el suministro a través del gasoducto se reduzca o se interrumpa una vez que se hayan completado las obras la omv es una de las más grandes compañías de europa central se dedica a la exploración y extracción de hidrocarburos en  estados incluidos países de frica del norte del noroeste de europa el oriente medio la región del mar caspio australia y nueva zelanda ,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
https://sputniknews.lat/20220711/como-respondera-el-mundo-por-las-sanciones-contra-rusia-1128077055.html,¿Cómo pagará el mundo las consecuencias de las sanciones contra Rusia?,18:59 GMT 11.07.2022, según escribe el experto lin boqiang para el diario chino huanqiu shibao el objetivo de las medidas occidentales para frenar los precios del petróleo ruso es intentar golpear los ingresos energéticos de moscú con el menor costo posible para sí mismos no obstante siempre existen factores contribuyentes que hay que tomar en consideración a diferencia de estados unidos la unión europea depende en gran medida del suministro energético ruso la actual escalada de los precios de la energía ha sido durante mucho tiempo un lastre para europa eeuu y la ue tienen vínculos energéticos muy diferentes con rusia porque el comercio energético entre washington y moscú no es tan amplio además el efecto de las restricciones de precios puede ser que no sea tan positivo como lo espera estados unidos por ejemplo las repetidas presiones occidentales en los últimos cuatro meses podrían hacer que rusia decida abandonar las negociaciones e imponga recortes en la producción de petróleo en respuesta al tope de precios según jpmorgan chase co como último recurso moscú podría reducir la producción de petróleo en  millones de bpd sin perjudicar gravemente su propia economía por otro lado si el tope de precios obliga a moscú a reducir la producción y los precios mundiales de la energía se disparan esto obviamente no solo afectaría a europa estados unidos y rusia sino que también tendría un impacto significativo en la economía mundial al mismo tiempo europa tendrá dificultades para encontrar alternativas al petróleo ruso a corto plazo si moscú que ya está buscando activamente nuevos compradores es capaz de abrir nuevos mercados para el petróleo en medio de la crisis la ue se mostrará muy cauta ante la idea de cortar el suministro energético de rusia los líderes de los estados del g7 (reino unido alemania italia canadá estados unidos francia y japón anunciaron en la cumbre del  al  de junio su intención de reducir la dependencia de energía de rusia y acordaron provisionalmente empezar a limitar los precios del petróleo y el gas ruso el viceministro de asuntos exteriores serguéi riabkov calificó los planes de imponer un techo a los precios del petróleo ruso como otro elemento de guerra psicológica según él los planes de occidente no están destinados a hacerse realidad y moscú encontrará formas de generar ingresos ,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES
