link_href,formatted_text,date,title,formatted_tags,China,United States,LIO,France,Germany,India,Iran,NIO,European Union,Russia,Ukraine,United Kingdom,Donbass,Taiwan,Poland,Baltic States,Japan
https://sputniknewsbrasil.com.br/20220906/proposta-da-onu-para-zaporozhie-permitiria-que-os-ucranianos-arruinassem-tudo-diz-embaixador-russo-24619074.html,"O embaixador permanente da rússia na onu vasily nebenzya disse na terçafeira (6 que a proposta afetaria diretamente a segurança que os militares russos est o garantindo.,durante reuni o do conselho de segurança da onu nebenzya criticou o fato de o relatório da aiea n o identificar a origem dos bombardeios usina.,em vez de condenar os ataques ucranianos o documento emitido pela aiea pediu que as hostilidades sejam imediatamente interrompidas sob o risco de afetar a operaç o dos sistemas da znpp.,o documento diz que se a usina for danificada sobretudo seus equipamentos críticos pode haver a liberaç o de materiais radioativos causando um desastre at mico de grandes proporç es.,na última quintafeira (1 uma miss o da ag ncia liderada por rafael grossi chegou central nuclear o chefe da delegaç o da companhia estatal russa de energia nuclear rosatom e funcionários da usina conduziram a equipe da aiea pelo território e mostraram as seç es da estaç o que foram danificadas durante o bombardeio das tropas ucranianas.,a usina nuclear de zaporozhie a maior da europa está localizada no sudeste da ucr nia perto da cidade de energodar e desde março está sob o controle dos militares russos.,na semana passada grossi explicou que seis funcionários da aiea seguir o na usina após a visita de  técnicos s instalaç es esse número será reduzido para dois na próxima semana e esses dois seriam uma presença contínua da ag ncia no local.,mikhail ulyanov representante permanente da federaç o da rússia em organizaç es internacionais em viena confirmou sputnik que dois funcionários da aiea permanecer o na central nuclear de zaporozhie de forma permanente.,nas últimas semanas a rússia acusou a ucr nia de bombardear diariamente as instalaç es da usina moscou também afirma que sua presença militar na znpp visa evitar vazamentos de materiais nucleares e radioativos.",17:02 06.09.2022,"Proposta da ONU para Zaporozhie permitiria que os ucranianos arruinassem tudo, diz embaixador russo","Operaç o militar especial russa,zaporozhie,onu,ucr nia,rússia,ag ncia internacional de energia at mica (aiea),nuclear,usina nuclear,conselho de segurança das naç es unidas",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220906/putin-fez-trabalho-muito-bom-ao-dissuadir-os-eua-na-ucrania-diz-ex-comandante-da-otan-24621424.html,"Breedlove também comentou sobre o boicote europeu rússia o militar avalia que putin e outros líderes russos esperavam que a proibiç o de comprar energia russa provocasse uma crise energética na europa capaz de mobilizar os povos contra os governos.,a comiss o europeia está enfrentando críticas crescentes de alguns estadosmembros da uni o europeia (ue devido crise energética e força vinculante das decis es coletivas disse na segundafeira (5 uma fonte do bloco sputnik.,há um grupo de estadosmembros principalmente do chamado grupo de visegrado eslováquia hungria pol nia e república tcheca que n o está satisfeito com as decis es da comiss o esses países cogitam n o apoiar a reeleiç o da atual liderança da comiss o em .,no sábado cerca de  mil pessoas protestaram em praga contra o governo tcheco pedindo coaliz o governista que faça mais para controlar os preços crescentes da energia e expressando oposiç o uni o europeia e otan.,a rússia iniciou em  de fevereiro uma operaç o militar especial na ucr nia em resposta a pedidos de ajuda das repúblicas populares de donbass que pediram assist ncia após tentativas de ofensiva pelas forças de kiev moscou referiu que a aç o também ocorreu em resposta aos avanços da otan na regi o e devido possibilidade de ocorrerem ataques a territórios russos tais como a crimeia.,em resposta a uni o europeia e outros países ocidentais impuseram restriç es multissetoriais ao longo de sete rodadas de sanç es incluindo na área de energia levando destruiç o das cadeias de abastecimento e consequentes altas de preços nos produtos e serviços que incluem os preços do gás e da eletricidade na europa.",17:58 06.09.2022,"Putin fez 'trabalho muito bom' ao dissuadir os EUA na Ucrânia, diz ex-comandante da OTAN","Operaç o militar especial russa,ucr nia,tens o na ucr nia,conflito ucraniano,eua,rússia,otan,philip breedlove",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220907/roger-waters-por-que-zelensky-nao-cumpriu-promessas-eleitorais-e-nao-pos-fim-a-guerra-em-donbass-24627568.html,"A nota foi divulgada pelo próprio baixista nas suas redes sociais em resposta entrevista que elena zelenskaya deu ediç o brit nica bbc e na qual reclamou que se fosse prestado mais apoio ucr nia o conflito entre kiev e moscou já teria terminado.,nesse contexto o músico assegurou que o apoio militar e o envio de armas nunca foram uma via para resolver nenhum conflito armado.,o cofundador da banda brit nica pink floyd também relembrou a zelenskaya que durante a campanha presidencial de  vladimir zelensky se comprometeu a frear a guerra civil em donbass e respeitar os acordos de minsk promessas das quais abdicou diametralmente por outros interesses.,o artista de  anos tem sido alvo de críticas por ter questionado um jornalista da emissora norteamericana cnn que o confrontou por apoiar a rússia além disso o músico já foi incluído na lista negra do governo ucraniano junto com outros críticos de zelensky.",05:12 07.09.2022,Cofundador do Pink Floyd: por que Zelensky não cumpriu promessas eleitorais sobre paz em Donbass?,"Operaç o militar especial russa,roger waters,pink floyd,donbass,vladimir zelensky,ucr nia,crise ucraniana,operaç o militar especial,acordos de minsk,república popular de donetsk,república popular de lugansk,apoio militar,ocidente,eua,guerra civil",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220907/forcas-russas-eliminam-4-tanques-e-mais-de-150-militares-da-ucrania-24629275.html,"Em decorr ncia de uma ofensiva bemsucedida na república de donetsk o assentamento de kodema foi totalmente libertado dos nacionalistas ucranianos.,as forças russas também eliminaram uma estaç o radar de fabricaç o norteamericana na regi o de dnepropetrovsk.,foram ainda eliminados outros  projéteis dos sistemas himars e olkha em tr s áreas de kherson.,devido s grandes perdas o regime de kiev cessou os ataques na área de nikolaevkrivoy rog.,a  brigada motorizada da ucr nia também abandonou suas posiç es na regi o devido s baixas.,nas últimas  horas a força aeroespacial russa atingiu  unidades de artilharia ucraniana na república de donetsk.,ao todo desde o início da operaç o militar especial foram eliminados  avi es 152 helicópteros 1.897 drones 373 sistemas de defesa antiaérea 4.855 tanques e outros veículos blindados de combate 825 lançadores múltiplos de foguetes 3.369 peças de artilharia de campanha e morteiros e .360 veículos militares especiais informou o ministério da defesa russo.",06:56 07.09.2022,Forças russas eliminam 4 tanques e mais de 150 militares da Ucrânia,"Operaç o militar especial russa,rússia,ucr nia,eua,otan,europa",NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220907/mercenario-britanico-admite-que-kiev-nao-tem-recursos-para-contraofensiva-de-grande-escala-24638617.html,"Outro mercenário michael zafer ronin de cidadania norteamericana informou por sua vez ter ficado ferido como resultado dos combates mesmo assim ele planeja voltar para a frente logo depois de se recuperar.,conforme aponta a emissora ambos os mercenários constataram que apesar do que foi declarado pelas autoridades ucranianas a contraofensiva planejada por kiev decorrerá de forma lenta e difícil.,o exército da ucr nia começou suas tentativas de contraatacar as forças russas e de seus aliados no final de agosto até agora os ucranianos afirmam ter tomado algumas povoaç es na regi o de kherson durante a ofensiva ganhos que os especialistas de intelig ncia brit nicos disseram que provavelmente foram alcançados por um grau de surpresa tática.,contudo o ministério da defesa da rússia relata por sua parte que todas essas tentativas est o sendo repelidas e as tropas ucranianas sofrem grandes baixas em pessoal e equipamento militar.",12:05 07.09.2022,Mercenário britânico admite que Kiev não tem recursos para contraofensiva de grande escala,"Operaç o militar especial russa,europa,ucr nia,contraataque,rússia,exército da ucr nia,mercenários,cnn",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220907/pessoas-em-zaporozhie-e-kherson-veem-seu-futuro-com-a-russia-diz-especialista-24639421.html,"Os residentes das regi es de zaporozhie se veem como parte da rússia disse viktor poturemsky diretor de análise política do instituto de marketing social (insomar na sigla em russo).,poturemsky disse que baseou esta conclus o nos resultados de uma enquete do insomar ela indicou que na regi o de zaporozhie 71 dos entrevistados eram a favor do território se tornar parte da rússia enquanto na regi o de kherson  dos inquiridos tinham a mesma opini o.,durante a operaç o militar especial os militares russos assumiram o controle da regi o de kherson e da parte do mar de azov da regi o de zaporozhie ocupando grandes cidades como kherson melitopol e berdyansk e cortando o acesso da ucr nia ao mar de azov como resultado novas administraç es foram formadas em ambas as regi es.,canais de televis o e estaç es de rádio russas est o agora transmitindo nestes territórios e est o sendo restabelecidas as ligaç es comerciais e de transporte com a crimeia além disso após oito anos o canal da crimeia do norte foi desbloqueado e a água também está novamente fluindo para a península.",13:01 07.09.2022,"Pessoas em Zaporozhie e Kherson veem seu futuro com a Rússia, diz especialista","Operaç o militar especial russa,europa,rússia,zaporozhie,kherson,rossiya segodnya,mar de azov,ucr nia,crimeia",NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220908/ucrania-recebe-treinamento-nos-eua-e-novo-pacote-de-sistemas-de-misseis-antinavio-harpoon-24655567.html,"De acordo com o subsecretário de defesa dos eua para aquisiç es tecnologia e logística william leplante os módulos harpoon devem ser instalados em um caminh o com plataforma.,além disso ele informou que instrutores militares norteamericanos treinaram militares ucranianos no território norteamericano em maio.,o funcionário também revelou que o ocidente está produzindo inovaç es incríveis diante das entregas de armamentos a kiev.",04:29 08.09.2022,Ucrânia recebe treinamento nos EUA e novo pacote de sistemas de mísseis antinavio Harpoon,"Operaç o militar especial russa,ucr nia,pentágono,eua,mísseis,harpoon",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220908/berlusconi-e-merkel-podem-vir-a-ser-mediadores-no-conflito-ucraniano-24655863.html,"Ao falar sobre as sanç es impostas contra a rússia berlusconi manifestou pesar e decepç o pelo fato de moscou fortalecer o totalitarismo comunista da china em vez de se aproximar da uni o europeia.,o exprimeiroministro sublinhou que n o v a rússia sofrer grandes perdas econ micas por causa das sanç es.,no início de abril berlusconi afirmou ter ficado decepcionado com as aç es do presidente russo vladimir putin em meio aos acontecimentos na ucr nia.,em  de fevereiro a rússia iniciou uma operaç o militar especial para desmilitarizar e deznazificar a ucr nia segundo o presidente russo vladimir putin o objetivo da operaç o é libertar donbass e levar justiça todos os responsáveis pelos crimes contra a populaç o civil de donbass efetuados ao longo do conflito militar na regi o desde  conforme o ministério da defesa russo as tropas russas apenas visam a infraestrutura militar ucraniana sem realizar ataques contra alvos civis.",04:38 08.09.2022,Berlusconi e Merkel podem vir a ser mediadores no conflito ucraniano,"Operaç o militar especial russa,operaç o militar especial,conflito ucraniano,ucr nia,mediadores,mediaç o,negociaç es,negociaç es de paz,itália,alemanha,angela merkel,silvio berlusconi,vladimir putin,rússia",NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220908/pentagono-entrega-a-ucrania-seus-projeteis-de-artilharia-mais-sofisticados-24662188.html,"As entregas da muniç o s tropas ucranianas confirma o plano de restabelecer o estoque dos excalibur nos próprios estados unidos enfatizou a bloomberg.,segundo indicam os documentos o departamento de defesa norteamericano gastará para isso us  milh es (r  milh es dos fundos suplementares aprovados pelo congresso.,recentemente o jornal politico já escreveu citando suas fontes que washington incluiu os projéteis de artilharia excalibur no último pacote de assist ncia militar a kiev as autoridades norteamericanas n o anunciaram o passo.,estes projéteis podem ser usados pelo obuseiro m777 de calibre  mm os eua o canadá e a austrália forneceram ucr nia mais de  unidades destes sistemas o alcance efetivo dos projéteis excalibur supera os  quil metros com um desvio provável de dez metros.,o volume geral da ajuda militar alocada ucr nia pela administraç o de joe biden já ultrapassou us  bilh es (r ,5 bilh es).",07:31 08.09.2022,Pentágono entrega à Ucrânia seus projéteis de artilharia mais sofisticados,"Operaç o militar especial russa,eua,ucr nia,pentágono,artilharia,projétil,ajuda militar,conflito ucraniano,congresso dos eua",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220908/russia-elimina-ate-120-militares-aviao-su-25-e-16-projeteis-himars-da-ucrania-24663318.html,"Em decorr ncia das grandes baixas os militares da  brigada de infantaria motorizada abandonaram sua miss o e deixaram suas posiç es na regi o de nikolaev.,além disso os sistemas de defesa antiaérea russos interceptaram  projéteis dos sistemas himars nas regi es de kherson e carcóvia.,a aviaç o da força aeroespacial russa abateu um avi o su25 da força aérea ucraniana na regi o de nikolaev.,também foram eliminados cinco depósitos de armamento e muniç es da artilharia ucraniana na regi o de carcóvia.,kiev ainda sofreu baixas de mais de  militares na direç o das regi es de nikolaev e krivorozhsk.,na regi o de nikolaev também foi eliminado um sistema bukm1 das forças ucranianas.,as forças russas também abateram  drones ucranianos e um míssil tochkau bem como  projéteis dos sistemas himars e olkha.,ao todo desde o início da operaç o militar especial foram eliminados  avi es 152 helicópteros 1.910 drones 374 sistemas de defesa antiaérea 4.863 tanques e outros veículos blindados de combate 826 lançadores múltiplos de foguetes 3.369 peças de artilharia de campanha e morteiros e .387 veículos militares especiais informou o ministério da defesa russo.",08:01 08.09.2022,"Rússia elimina até 120 militares, avião Su-25 e 16 projéteis Himars da Ucrânia","Operaç o militar especial russa,rússia,ucr nia,otan,eua,europa",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220908/spectator-sancoes-de-biden-prejudicam-ocidente-causam-confusao-na-ucrania-e-ajudam-russia-24666608.html,"De acordo com a mídia as políticas de biden em decorr ncia da situaç o na ucr nia de pressionar a rússia através de sanç es econ micas serviram apenas para cair no jogo de putin e favorecer os russos.,além disso a mídia destaca que as medidas tomadas pela casa branca causaram uma confus o geral na ucr nia.,a spectator ainda ressalta que as sanç es visam apenas os interesses dos eua e que na verdade n o há um objetivo real mas sim uma aç o infantil de esperar que a outra parte se canse e retorne para casa.",10:40 08.09.2022,"Spectator: sanções de Biden prejudicam Ocidente, causam confusão na Ucrânia e ajudam Rússia","Operaç o militar especial russa,eua,ucr nia,joe biden,estratégia,sanç es",NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO
https://sputniknewsbrasil.com.br/20220909/national-interest-eua-querem-que-a-ucrania-repita-o-destino-do-afeganistao-24686472.html,"Conforme o colunista ao longo dos anos de envolvimento em diversas crises como o afeganist o ou o iraque washington criou todos os institutos e mecanismos necessários para manter o grau de tens o nas áreas da escalada está na hora de a casa branca deixar de considerar os ucranianos como um pe o no seu confronto infinito perto da fronteira com uma grande pot ncia concluiu o autor da publicaç o.,na quintafeira (8 o secretário de estado norteamericano antony blinken declarou que washington alocaria a kiev e países vizinhos mais ,8 bilh es de dólares (r ,6 bilh es no mbito do apoio militar.,anteriormente a rússia enviou aos países da otan uma nota em resposta ao fornecimento de armas ucr nia o chefe da diplomacia russa sergei lavrov salientou que qualquer transporte carregando armas para a ucr nia se tornaria um alvo legítimo para a rússia a chancelaria russa tem repetidamente avisado que os países da otan est o brincando com o fogo ao fornecer armas ucr nia.,o portavoz do presidente russo dmitry peskov por sua vez sublinhou que ao inundar a ucr nia com armas o ocidente n o contribui de maneira nenhuma para o sucesso das negociaç es entre a rússia e a ucr nia.",04:48 09.09.2022,National Interest: EUA querem que a Ucrânia repita o destino do Afeganistão,"Operaç o militar especial russa,operaç o militar especial,conflito ucraniano,ucr nia,guerra do afeganist o,eua no iraque,guerra do iraque,eua,conflito armado,armas,rússia,casa branca,otan",NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220909/ucrania-rejeita-candidaturas-de-merkel-e-berlusconi-para-mediar-conflito-24687395.html,Anteriormente o líder do partido força itália e exprimeiroministro italiano silvio berlusconi disse que poderia atuar junto com a exchanceler alem angela merkel como mediador para resolver o conflito na ucr nia.,05:59 09.09.2022,Ucrânia rejeita candidaturas de Merkel e Berlusconi para mediar conflito,"Operaç o militar especial russa,angela merkel,silvio berlusconi,conflito ucraniano,negociaç es de paz,mediadores,mediaç o,ucr nia,itália,alemanha,europa",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220909/forcas-ucranianas-ataques-sem-sucesso-russia-24696081.html,"As forças armadas russas fizeram parar os ataques ucranianos na área de nikolaevkrivoy rog segundo o ministério da defesa da rússia.,as forças armadas da rússia atingiram locais de concentraç o de brigadas ucranianas perto de carcóvia com ataques de alta precis o eliminando  militares ucranianos e ferindo outros  comunicou o serviço de imprensa do ministério.,ataques terrestres de alta precis o contra locais de concentraç o temporários de unidades da  brigada de defesa territorial e da  brigada mecanizada perto de carcóvia eliminaram mais de  e feriram mais de  militares ucranianos indica a declaraç o.,entre outros sucessos as forças russas eliminaram  projéteis de lançadores múltiplos de foguetes himars e olkha e seis drones.,o ministério da defesa da rússia também informou que o lançamento por militares ucranianos de  projéteis de artilharia contra a cidade de energodar a partir da área de marganets levou a um apag o na cidade energodar fica junto da usina nuclear de zaporozhie as tropas russas ripostaram e suprimiram a posiç o ucraniana.,a força aeroespacial da rússia atingiu centros de comando ucranianos na regi o de carcóvia eliminando  efetivos ucranianos e  veículos militares também foram atacados oito centros de comando nas regi es de dnepropetrovsk zaporozhie e na república popular de donetsk para além de soldados e veículos continuou o órg o militar russo foram destruídos um lançador múltiplo de foguetes himars e um obuseiro m777 na regi o de zaporozhie.,no total durante a operaç o militar especial foram destruídos  avi es 152 helicópteros 1.916 veículos aéreos n o tripulados 374 sistemas de defesa antiaérea 4.870 tanques e outros veículos de combate blindados 827 lançadores múltiplos de foguetes 3.371 peças de artilharia de campanha e morteiros e .417 unidades de veículos militares especiais resumiu o ministério da defesa da rússia.",09:18 09.09.2022,"MD russo: forças de Kiev tentaram atacar área de Nikolaev-Krivoy Rog, sofreram perdas e se retiraram","Operaç o militar especial russa,europa,rússia,ucr nia,forças armadas,forças armadas da ucr nia,ministério da defesa,carcóvia,himars,zaporozhie,força aeroespacial,força aeroespacial da rússia,dnepropetrovsk,república popular de donetsk",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220909/ocidente-encoraja-comportamento-irresponsavel-em-zaporozhie-ao-continuar-fornecendo-armas-para-kiev-24703082.html,"O embaixador enfatizou que a rússia nunca interferiu na operaç o da znpp e que o pessoal local continuou fazendo seu trabalho enquanto as forças russas fizeram o possível para proteger a usina de danos críticos das tropas ucranianas que bombardearam a instalaç o.,stepanov disse que os políticos nas principais capitais ocidentais t m encorajado tal comportamento irresponsável por parte de kiev inclusive por meio de suprimentos de armas usados pelas forças do regime da ucr nia para bombardear a usina.,stepanov continuou dizendo que a situaç o na znpp continua muito precária e dificilmente previsível.,a znpp localizada na margem esquerda do rio dnieper é a maior central nuclear da europa em número de unidades e produç o a usina caiu sob o controle das forças russas depois que a operaç o militar especial começou em  de fevereiro recentemente a usina foi alvo de inúmeros ataques de projéteis de artilharia levantando preocupaç es internacionais sobre um possível acidente nuclear rússia e ucr nia culpamse mutuamente pelo bombardeio.",14:32 09.09.2022,Ocidente encoraja comportamento irresponsável em Zaporozhie ao continuar fornecendo armas para Kiev,"Operaç o militar especial russa,europa,rússia,zaporozhie,usina nuclear,bombardeiros,ucr nia,kiev,conflito ucraniano,moscou,ag ncia internacional de energia at mica (aiea)",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220910/kiev-interrompe-fluxo-de-eletricidade-de-usina-de-zaporozhie-ao-territorio-da-ucrania-24713285.html,"Segundo ele agora a eletricidade está sendo fornecida apenas aos territórios liberados das regi es de zaporozhie e kherson.,a central nuclear está localizada na margem esquerda do rio dniepre perto da cidade de energodar tratase da maior central nuclear da europa em número de unidades e capacidade instalada a instalaç o tem seis centrais com capacidade de um gigawatt cada.,desde março ela está sob a proteç o dos militares russos o ministério das relaç es exteriores afirma que a medida se justifica para evitar o vazamento de materiais nucleares e radioativos.,os militares ucranianos continuam bombardeando regularmente energodar e o território da usina nuclear de zaporozhye adjacente cidade.,na última quartafeira (7 o diretor de análise política do instituto de marketing social (insomar na sigla em russo viktor poturemsky afirmou que os residentes das regi es de zaporozhie e kherson se veem como parte da rússia.,poturemsky disse que baseou esta conclus o nos resultados de uma enquete do instituto russo que indicou que em zaporozhie 71 s o a favor de o território se tornar parte da rússia em kherson 63 dos entrevistados tiveram a mesma opini o durante o levantamento.",01:59 10.09.2022,Kiev interrompe fluxo de eletricidade de usina de Zaporozhie ao território da Ucrânia,"Operaç o militar especial russa,rússia,ucr nia,eletricidade,energia,usina nuclear,zaporozhie,kherson",NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220910/russia-elimina-ate-300-militares-e-6-depositos-de-armas-ucranianos-diz-ministerio-da-defesa-24715633.html,"Armas de alta precis o da força aeroespacial da rússia atingiram o quartel da  brigada da guarda nacional da ucr nia um local de destacamento temporário das unidades da  brigada mecanizada e da formaç o nacionalista kraken nas áreas de balakleia e chuguev na regi o de carcóvia segundo o ministério.,ressaltase que na sequ ncia do ataque foram eliminados até  militares ucranianos e até  unidades de equipamento militar.,nas últimas  horas as forças armadas da rússia destruíram seis depósitos de muniç es da ucr nia na república popular de donetsk (rpd regi es de dnepropetrovsk e zaporozhie além disso na área de kaluga na regi o de nikolaev foi eliminada uma estaç o de radar para detecç o e rastreamento de alvos aéreos.,no decorrer dos combates de contrabateria foram suprimidos dois pelot es de artilharia de foguete e cinco pelot es de artilharia de boca de fogo ucranianos tendo sido ainda eliminado um obuseiro m777 de fabricaç o dos eua na rpd.,além do mais nas últimas  horas os sistemas de defesa antiaérea da rússia derrubaram  drones ucranianos e cinco mísseis himars aponta o serviço de imprensa da entidade militar russa.,ao todo desde o início da operaç o militar especial foram eliminados  avi es 152 helicópteros 1.929 drones 374 sistemas de defesa antiaérea 4.870 tanques e outros veículos blindados de combate 830 lançadores múltiplos de foguetes 3.375 peças de artilharia de campanha entre as quais morteiros e .432 veículos militares especiais informou o ministério da defesa russo.",09:17 10.09.2022,"Rússia elimina até 300 militares e 6 depósitos de armas ucranianos, diz Ministério da Defesa","Operaç o militar especial russa,tens o na ucr nia,exército da rússia,conflito armado,operaç o militar especial",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220910/md-russo-tropas-de-balakleya-e-izyum-foram-reagruparadas-para-a-area-de-donetsk--24717244.html,"A fim de alcançar os objetivos declarados da operaç o militar especial para libertar donbass foi tomada a decis o de reagrupar as tropas russas estacionadas nas áreas de balakleya e izyum para fortalecer as posiç es na área de donetsk.,com esse objetivo ao longo de tr s dias foi efetuada uma operaç o para reduzir e transferir de forma organizada o grupo de tropas de izyumbalakleya para o território da república popular de donetsk.,durante a operaç o foi realizada uma série de atividades de distraç o e de demonstraç o com a marcaç o das aç es reais das tropas.,a fim de evitar danos s tropas russas o inimigo foi atacado com o uso da aviaç o tropas de mísseis e artilharia.,ao longo de tr s dias foram eliminados mais de dois mil combatentes ucranianos e estrangeiros junto com  veículos blindados e unidades de artilharia.",11:16 10.09.2022,MD russo: Tropas de Balakleya e Izyum foram reagruparadas para a área de Donetsk,"Operaç o militar especial russa,operaç o militar especial,crise ucraniana,donetsk,rússia,ministério da defesa",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220910/russia-pode-destruir-eua-e-envia-los-a-idade-da-pedra-diz-ex-assessor-da-otan-sobre-armas-a-kiev-24720789.html,"Carber lembrou que moscou está armada com milhares de ogivas nucleares segundo ele biden precisará considerar este fator sempre que decidir avançar no fornecimento de armas a naç es em conflitos com a rússia.,no último dia  de setembro biden aprovou um pacote adicional de armas de us  milh es (r ,5 bilh es para a ucr nia de acordo com o secretário de defesa dos eua lloyd austin o pacote incluirá obuseiros muniç es de artilharia veículos humvees ambul ncias blindadas sistemas antitanque entre outros equipamentos.,a rússia iniciou a operaç o militar especial com o objetivo de desmilitarizar e desnazificar a ucr nia após pedido de ajuda das repúblicas populares de donetsk (rpd e lugansk (rpl para combater ataques de tropas ucranianas.,a miss o segundo o ministério da defesa russo tem como alvo apenas a infraestrutura militar da ucr nia além disso as forças armadas da rússia acusam militares ucranianos de usar métodos terroristas nos combates como fazer civis de escudo humano e se alojar em construç es n o militares.",20:04 10.09.2022,"Rússia pode destruir EUA e enviá-los à Idade da Pedra, diz ex-assessor da OTAN sobre armas a Kiev","Operaç o militar especial russa,rússia,armas,eua,ucr nia,otan,arsenal nuclear,joe biden",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220910/bombardeio-ucraniano-reserva-florestal-incendio-mata-4-civis-autoridade-24722209.html,"De acordo com o representante milhares de hectares de floresta est o em chamas devido aos ataques ucranianas ele informou que até este momento n o foi possível conter o inc ndio.,segundo ele as aç es das forças armadas da ucr nia além de vitimar quatro pessoas levaram morte milhares de hectares de floresta e impossibilidade de extinguir inc ndios devido ao alto risco de explos es de minas.,a autoridade dos serviços de emerg ncia explicou que tornouse crítica a tentativa de extinguir inc ndios na área da reserva devido intensificaç o de ataques de grupos de sabotagem ucranianos que começaram a minerar aleatoriamente vias públicas.,kinburn spit é um parque paisagístico protegido na parte controlada pelos russos da regi o de nikolaev a reserva combina mar estepes e florestas em um único ecoespaço onde vivem mais de  espécies de aves e  espécies de plantas.,a rússia iniciou a operaç o militar especial em  de fevereiro com o objetivo de desmilitarizar e desnazificar a ucr nia após pedido de ajuda das repúblicas populares de donetsk (rpd e lugansk (rpl para combater ataques de tropas ucranianas.,a miss o segundo o ministério da defesa russo tem como alvo apenas a infraestrutura militar da ucr nia.,além disso as forças armadas da rússia t m acusado militares ucranianos de usar métodos terroristas nos combates como fazer civis de escudo humano e se alojar em construç es n o militares.",23:40 10.09.2022,"Bombardeio ucraniano em reserva florestal causa incêndios e mata 4 civis em Nikolaev, diz autoridade","Operaç o militar especial russa,ucr nia,bombardeio,rússia,floresta,civis,vítimas,inc ndio",NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
https://sputniknewsbrasil.com.br/20220911/tropas-ucranianas-disparam-projeteis-da-otan-contra-distritos-de-donetsk-24722598.html,"A informaç o foi divulgada pelo escritório de representaç o da rpd no centro conjunto de controle e coordenaç o do regime de cessarfogo (jccc na sigla em ingl s).,anteriormente a miss o afirmou que s h30 (23h30 em brasilia as tropas ucranianas dispararam oito projéteis contra os distritos de kiev e kuibyshevsky na cidade de donetsk e outros cinco contra leninsky e voroshilovsky s h43 (23h43 em brasília).,os estados unidos forneceram a kiev obuseiros m777 de  mm de longo alcance já utilizados pelas tropas ucranianas para bombardear cidades incluindo donetsk resultando em mortes de civis.,a rússia iniciou a operaç o militar especial em  de fevereiro com o objetivo de desmilitarizar e desnazificar a ucr nia após pedido de ajuda das repúblicas populares de donetsk (rpd e lugansk (rpl para combater ataques de tropas ucranianas.,a miss o segundo o ministério da defesa russo tem como alvo apenas a infraestrutura militar da ucr nia.,além disso as forças armadas da rússia t m acusado militares ucranianos de usar métodos terroristas nos combates como fazer civis de escudo humano e se alojar em construç es n o militares.",01:49 11.09.2022,Tropas ucranianas disparam projéteis da OTAN contra distritos de Donetsk,"Operaç o militar especial russa,rússia,ucr nia,bombardeio,república popular de donetsk,otan,projéteis,forças armadas da ucr nia",NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
